상세영업상태명,전화번호,소재지면적,소재지우편번호,지번주소,도로명주소,도로명우편번호,사업장명,최종수정일자,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보(X),좌표정보(Y),위생업태명
영업,02814 1117,57.45,156861,서울특별시 동작구 흑석동 182-14,서울특별시 동작구 흑석로 110-1 (흑석동),6972,빙맥덕후,2.02E+13,U,2021-12-06 23:02,한식,196517.7699,445113.5323,
영업,02  8121422,82.44,156801,서울특별시 동작구 노량진동 119-74번지 (1층) ,서울특별시 동작구 만양로 89-1 (노량진동(1층)),6923,연가,2.02E+13,U,2019-10-13 2:40,한식,194994.6936,445476.3899,한식
영업,,38.16,156824,서울특별시 동작구 사당동 1006-12번지 ,서울특별시 동작구 동작대로21길 16 (사당동),7013,장가네장어탕,2.01E+13,I,2018-08-31 23:59,한식,198239.1492,442417.5439,한식
영업,,52,156848,서울특별시 동작구 신대방동 361-57 ,서울특별시 동작구 여의대방로22길 80 1층 (신대방동),7059,이고집쭈꾸미,2.02E+13,U,2021-11-05 2:40,한식,193253.5926,443947.798,한식
영업,,36.36,156861,서울특별시 동작구 흑석동 190-41번지 1층 ,서울특별시 동작구 흑석로 87 (흑석동 1층),6910,곱창의 전설,2.02E+13,U,2018-10-27 2:37,한식,196336.3744,445018.0104,한식
영업,208176111,105.27,156050,서울특별시 동작구 노량진동 117-16번지 ,서울특별시 동작구 만양로 108 (노량진동),6913,노량진 생고기,2.02E+13,I,2018-08-31 23:59,한식,195020.0657,445651.8581,한식
영업,,74,156830,서울특별시 동작구 상도1동 775-1번지 1층 ,서울특별시 동작구 상도로 279 (상도1동 1층),6968,올바른식당상도점,2.02E+13,U,2019-03-08 2:40,한식,195386.0208,444483.6221,한식
영업,,33,156853,서울특별시 동작구 신대방동 618-25번지 ,서울특별시 동작구 신대방길 12 1층 (신대방동),7067,남도식당,2.02E+13,I,2019-11-07 0:23,한식,192145.5801,442876.9559,한식
영업,02  834 5777,200,156854,서울특별시 동작구 신대방동 686-74번지 1층 ,서울특별시 동작구 대림로 57 (신대방동 1층),7072,낙지세상,2.02E+13,U,2019-06-02 2:40,한식,191711.2576,442895.4457,한식
영업,02845 0027,23.4,156853,서울특별시 동작구 신대방동 616-38번지 ,서울특별시 동작구 신대방길 56 나동 1층 (신대방동),7067,소반,2.02E+13,I,2018-08-31 23:59,한식,191957.6822,442917.525,한식
영업,02 8267778,44.84,156801,서울특별시 동작구 노량진동 119-155 ,서울특별시 동작구 만양로 94-2 (노량진동),6913,빽다방노량진학원점,2.02E+13,U,2020-12-18 2:40,한식,195017.4842,445515.5222,한식
영업,02 8121101,12.48,156847,서울특별시 동작구 신대방동 346-25번지 ,서울특별시 동작구 여의대방로24차길 48 (신대방동),7056,먹거리장터,2.02E+13,I,2018-08-31 23:59,한식,193555.4102,444074.0136,한식
영업,,14,156843,서울특별시 동작구 상도동 261-35 ,서울특별시 동작구 성대로 80 1층 (상도동),7045,골목식당,2.02E+13,I,2020-11-01 0:23,한식,194179.7279,443933.8858,한식
영업,02 5343961,25.3,156816,서울특별시 동작구 사당동 141-186 ,서울특별시 동작구 사당로27길 16 (사당동),7007,5시 해장국,2.02E+13,U,2020-11-26 2:40,한식,198032.8368,442545.8801,한식
영업,02 8261342,71.04,156807,서울특별시 동작구 대방동 23-113 ,서울특별시 동작구 등용로 110 (대방동),6932,제주왕뚜껑생고기,2.02E+13,U,2021-09-09 2:40,한식,193938.7442,445417.2466,한식
영업,02  8238253,110.89,156832,서울특별시 동작구 상도동 365-1번지 1층 ,서울특별시 동작구 상도로 177-1 1층 (상도동),6937,명동찌개마을,2.02E+13,U,2019-01-09 2:40,한식,194477.9257,444726.1571,한식
영업,02815 3392,151.63,156808,서울특별시 동작구 대방동 354-1 지하1층 113호114호 ,서울특별시 동작구 알마타길 6 (대방동지하1층 113호114호),6941,다채,2.02E+13,U,2021-10-23 2:40,한식,193312.2821,445337.4758,한식
영업,,107.2,156848,서울특별시 동작구 신대방동 357-4 ,서울특별시 동작구 여의대방로22길 112 1층 (신대방동),7059,돌솥밥 생선구이,2.02E+13,U,2020-11-04 2:40,한식,193402.2112,443972.2104,한식
영업,02 8161021,33,156859,서울특별시 동작구 흑석동 95-15 1층 ,서울특별시 동작구 서달로12길 32 (흑석동1층),6980,개성집,2.02E+13,U,2020-12-16 2:40,한식,196654.0264,444911.2117,한식
영업,8126889,73.9,156030,서울특별시 동작구 상도동 505-8 ,서울특별시 동작구 상도로61길 35 (상도동),7027,백채김치찌개,2.02E+13,U,2020-11-25 2:40,한식,196115.215,443640.4862,한식
영업,222547777,135,156800,서울특별시 동작구 노량진동 13-6 ,서울특별시 동작구 노들로 674 지상2층 10호 (노량진동),6900,황제식당,2.02E+13,U,2021-01-10 2:40,한식,194346.1567,445823.5009,한식
영업,,156,156860,서울특별시 동작구 흑석동 181-11번지 ,서울특별시 동작구 흑석로 111 2층 (흑석동),6910,초반식당,2.02E+13,U,2019-09-25 2:40,한식,196500.5961,445150.0666,한식
영업,02 8236638,62.12,156830,서울특별시 동작구 상도1동 642-1 ,서울특별시 동작구 양녕로 286-1 (상도1동),6969,가야,2.02E+13,U,2020-12-12 2:40,한식,195574.1084,444715.9878,한식
영업,,32.8,156860,서울특별시 동작구 흑석동 181-1 ,서울특별시 동작구 서달로15길 23 1층 (흑석동),6972,어부사시가,2.02E+13,U,2021-04-16 2:40,한식,196547.6883,445149.1798,한식
영업,02593 1374,45.38,156816,서울특별시 동작구 사당동 145-30 ,서울특별시 동작구 동작대로27가길 37 (사당동),7008,제주토종흑돼지,2.02E+13,U,2021-09-30 2:40,한식,198265.2882,442641.2004,한식
영업,,39,156031,서울특별시 동작구 상도1동 389-12 ,서울특별시 동작구 상도로 296-2 1층 (상도1동),7032,고기극찬 동작점,2.02E+13,I,2021-10-21 0:22,한식,195414.3418,444332.4424,한식
영업,,27.53,156832,서울특별시 동작구 상도동 360-67 ,서울특별시 동작구 상도로15길 99 1층 (상도동),6949,어매순대국,2.02E+13,U,2020-11-13 2:40,한식,194290.6747,444702.4123,한식
영업,,54.61,156815,서울특별시 동작구 사당동 89-69 삼성상가 ,서울특별시 동작구 동작대로29길 18 삼성상가 1층 8호 (사당동),6997,만두명가(담원),2.02E+13,I,2021-05-05 0:22,한식,198240.692,442895.23,한식
영업,208217007,90.23,156848,서울특별시 동작구 신대방동 358-10 ,,,이고시다,2.02E+13,U,2020-11-13 2:40,한식,,,한식
영업,314742929,222.36,156811,서울특별시 동작구 대방동 393-67 ,서울특별시 동작구 상도로 71 (대방동),6953,큰집돌솥추어탕,2.02E+13,U,2020-11-13 2:40,한식,193622.0036,444201.6453,한식
영업,,72,156841,서울특별시 동작구 상도동 208-34번지 ,서울특별시 동작구 양녕로27길 8 (상도동),7047,예원,2.02E+13,I,2018-08-31 23:59,한식,194920.8854,444077.8599,한식
영업,,19.8,156838,서울특별시 동작구 상도동 195-52 ,서울특별시 동작구 상도로22길 5 (상도동),6958,고가네원조숯불구이통닭,2.02E+13,U,2020-11-13 2:40,한식,194320.5108,444525.1302,한식
영업,,16,156030,서울특별시 동작구 상도동 463-2 ,서울특별시 동작구 상도로47길 4 107호 (상도동),6971,구백냥곱창,2.02E+13,I,2020-09-20 0:23,한식,195634.2002,444147.1457,한식
영업,02 8210067,43.74,156839,서울특별시 동작구 상도동 324-64 ,서울특별시 동작구 국사봉1길 43-1 (상도동),7041,골목식당,2.02E+13,U,2021-12-14 2:40,한식,193804.8728,444122.8153,한식
영업,02814 5883,21,156871,서울특별시 동작구 상도1동 804-1 제일부동산 ,서울특별시 동작구 상도로38길 3-20 1층 (상도1동),7032,푸드딜리버리,2.02E+13,U,2021-09-12 2:40,한식,195365.9867,444373.1854,한식
영업,205944776,44.88,156090,서울특별시 동작구 사당동 88-20 ,서울특별시 동작구 동작대로29가길 10 (사당동),6997,민경호프,2.02E+13,U,2021-12-14 2:40,한식,198293.0582,442916.9847,한식
영업,,84,156030,서울특별시 동작구 상도동 504-1번지 ,서울특별시 동작구 상도로61길 48 (상도동),7027,28청춘포차,2.02E+13,U,2019-04-07 2:40,한식,196161.5452,443607.753,한식
영업,,16.7,156030,서울특별시 동작구 상도동 496-6,서울특별시 동작구 상도로60길 9-1 1층 (상도동),7040,엄마손밥집,2.02E+13,U,2021-12-05 23:08,한식,195891.6505,443568.9768,
영업,02 8152381,29.81,156832,서울특별시 동작구 상도동 369-6 ,서울특별시 동작구 장승배기로10길 9 (상도동),6963,순천식당,2.02E+13,U,2020-12-12 2:40,한식,194604.5176,444709.6999,한식
영업,208254550,27.17,156804,서울특별시 동작구 노량진동 258-40번지 ,서울특별시 동작구 노량진로8길 36 (노량진동),6930,불난떡볶이 노량진점,2.02E+13,I,2018-08-31 23:59,한식,194382.6262,445583.5993,한식
영업,208163811,23.18,156841,서울특별시 동작구 상도동 208-2 ,서울특별시 동작구 장승배기로 10 (상도동),6967,돈주반,2.02E+13,U,2020-11-13 2:40,한식,194926.8701,444162.0824,한식
영업,234710565,39.77,156822,서울특별시 동작구 사당동 300-77번지 ,서울특별시 동작구 사당로16길 74 (사당동),7020,봉평메밀막국수,2.02E+13,I,2018-08-31 23:59,한식,197418.292,442042.7098,한식
영업,,20.67,156030,서울특별시 동작구 상도동 56-6번지 ,서울특별시 동작구 상도로53길 45 (상도동),6971,맘스,2.02E+13,I,2018-08-31 23:59,한식,195812.1135,444332.1529,한식
영업,02  825 4935,49.5,156843,서울특별시 동작구 상도동 255-3 두진빌딩 ,서울특별시 동작구 성대로 35 1층 (상도동),6960,황가네 곱창볶음,2.02E+13,U,2021-09-25 2:40,한식,194040.4444,444116.3535,한식
영업,,34.31,156815,서울특별시 동작구 사당동 84-7 ,서울특별시 동작구 동작대로 151-8 1층 (사당동),6996,에스제이 에프앤비(SJ F&B),2.02E+13,I,2022-03-17 0:22,한식,198328.8495,443096.0539,한식
영업,,15.9,156818,서울특별시 동작구 사당동 178-16번지 IADG 빌딩 ,서울특별시 동작구 사당로27길 237 IADG 빌딩 1층 (사당동),6989,주말식당,2.02E+13,I,2019-10-02 2:22,한식,197265.7699,443327.6277,한식
영업,02 8239585,134.52,156811,서울특별시 동작구 대방동 416-4 ,서울특별시 동작구 여의대방로24가길 22 (대방동),7055,우미경,2.02E+13,U,2020-08-12 2:40,한식,192959.9763,444114.7013,한식
영업,02 8245757,146,156030,서울특별시 동작구 상도동 504 ,서울특별시 동작구 상도로61가길 2 지층 (상도동),7027,왕돈까스 왕냉면,2.02E+13,U,2020-10-30 2:40,한식,196177.6082,443604.7929,한식
영업,02 8151884,80.75,156807,서울특별시 동작구 대방동 23 ,서울특별시 동작구 등용로 124 (대방동),6932,신나족발,2.02E+13,U,2021-09-03 2:40,한식,193934.5998,445554.1966,한식
영업,02 5854415,44.05,156826,서울특별시 동작구 사당동 1033-34 ,서울특별시 동작구 동작대로7길 28 (사당동),7015,우림,2.02E+13,U,2020-12-19 2:40,한식,198181.3468,441915.0878,한식
영업,,30,156821,서울특별시 동작구 사당동 267-36 ,서울특별시 동작구 사당로16가길 46 1층 우측호 (사당동),7010,동근이숯불두마리치킨 남성역점,2.02E+13,I,2022-01-14 0:22,한식,197371.307,442387.0385,한식
영업,,28,156839,서울특별시 동작구 상도동 328-10 ,서울특별시 동작구 국사봉1길 4 1층 (상도동),7042,인생족보,2.02E+13,I,2020-12-30 0:23,한식,193643.0202,444066.0529,한식
영업,,60.6,156816,서울특별시 동작구 사당동 131-11번지 ,서울특별시 동작구 동작대로29길 13 (사당동),7008,종로곱창,2.02E+13,U,2019-08-29 2:40,한식,198269.5446,442857.6822,한식
영업,02 8213330,128.17,156811,서울특별시 동작구 대방동 406-6,서울특별시 동작구 보라매로 112 (대방동),7041,마포숯불갈비,2.02E+13,U,2021-12-06 23:04,한식,193609.2145,444125.5582,
영업,02  60147417,24.62,156030,서울특별시 동작구 상도동 499-14 ,서울특별시 동작구 상도로67길 19 1층 (상도동),7027,싹쓰리,2.02E+13,I,2020-11-18 0:23,한식,196068.8815,443584.4737,한식
영업,02 8217171,48.5,156877,서울특별시 동작구 흑석동 9-89 ,서울특별시 동작구 현충로 100-1 (흑석동),6979,원할머니보쌈,2.02E+13,U,2020-11-27 2:40,한식,196812.4648,445047.9496,한식
영업,,26.3,156839,서울특별시 동작구 상도동 331-43 1층 ,서울특별시 동작구 상도로15길 17 (상도동1층),6951,소망식당,2.02E+13,U,2020-11-11 2:40,한식,194020.203,444396.2849,한식
영업,,40.48,156823,서울특별시 동작구 사당동 318-42 ,서울특별시 동작구 사당로18길 24 1층 102호 (사당동),7011,국민낙곱새 이수점,2.02E+13,I,2021-02-12 0:23,한식,197678.0888,442207.9687,한식
영업,02535 5797,132,156820,서울특별시 동작구 사당동 324-4,서울특별시 동작구 사당로 259 1층 (사당동),7005,밀양손만두,2.02E+13,U,2021-12-04 0:02,한식,197839.4566,442396.9145,
영업,,26.4,156824,서울특별시 동작구 사당동 1008-6번지 ,서울특별시 동작구 사당로30길 63 (사당동),7014,달길포차,2.02E+13,U,2019-09-22 2:40,한식,198247.685,442196.35,한식
영업,,45.3,156854,서울특별시 동작구 신대방동 698 신라스테이해링턴타워 ,서울특별시 동작구 시흥대로 596 신라스테이해링턴타워 오피스텔동 103호 (신대방동),7074,삼시세끼,2.02E+13,U,2021-08-27 2:40,한식,191481.8167,442602.7659,한식
영업,02  523 4008,91,156827,서울특별시 동작구 사당동 1041-9번지 ,서울특별시 동작구 남부순환로271길 18 (사당동),7025,여자만민물장어,2.02E+13,I,2018-08-31 23:59,한식,198177.552,441716.0582,한식
영업,234829202,26.44,156814,서울특별시 동작구 사당동 72-12번지 ,서울특별시 동작구 동작대로33가길 27 지상1층 (사당동),6996,돌우물,2.02E+13,U,2020-03-29 2:40,한식,198316.0727,443179.4129,한식
영업,02825 2371,125.83,156801,서울특별시 동작구 노량진동 196-3번지 ,서울특별시 동작구 노량진로 204 1층 (노량진동),6915,참숯옛맛서울불고기,2.02E+13,I,2018-08-31 23:59,한식,195371.7646,445622.2467,한식
영업,,20,156879,서울특별시 동작구 사당동 224-52번지 ,서울특별시 동작구 사당로16가길 91 1층 (사당동),7009,미트 온라인 축산직판,2.02E+13,I,2020-05-13 0:23,한식,197176.3831,442515.6631,한식
영업,,22,156801,서울특별시 동작구 노량진동 117-31 ,서울특별시 동작구 만양로14가길 30-3 1층 (노량진동),6913,두마리찜닭 두찜 동작노량진점,2.02E+13,U,2020-09-09 2:40,한식,195067.4606,445633.3846,한식
영업,02  812 7348,72.3,156830,서울특별시 동작구 상도1동 625번지 ,서울특별시 동작구 양녕로 273 (상도1동),6919,포앤그릴,2.01E+13,I,2018-08-31 23:59,한식,195430.405,444669.3624,한식
영업,,52.02,156030,서울특별시 동작구 상도동 486-8번지 ,서울특별시 동작구 상도로37길 80 (상도동),6977,본가피탕김탕,2.01E+13,I,2018-08-31 23:59,한식,195802.816,443907.3592,한식
영업,02 5834940,17.98,156883,서울특별시 동작구 사당동 249-44 ,서울특별시 동작구 사당로10길 17 (사당동),7009,엄마손 솥단지 삼겹살,2.02E+13,U,2021-12-14 2:40,한식,197234.2216,442459.5203,한식
영업,,44.68,156825,서울특별시 동작구 사당동 1029-26번지 ,서울특별시 동작구 동작대로7길 18-1 (사당동),7015,깡통,2.02E+13,I,2018-08-31 23:59,한식,198215.6901,441966.0747,한식
영업,02 8179492,22.33,156859,서울특별시 동작구 흑석동 90-1 ,서울특별시 동작구 서달로10가길 1 (흑석동),6980,명문본가왕족발과보쌈,2.02E+13,U,2020-12-16 2:40,한식,196599.4547,444737.5954,한식
영업,02  817 3222,192.77,156804,서울특별시 동작구 노량진동 267-6 ,서울특별시 동작구 노량진로 80 2층 (노량진동 노량진큐브스테이트),6927,순천집,2.02E+13,I,2020-10-14 0:23,한식,194150.2737,445628.9405,한식
영업,,46.05,156801,서울특별시 동작구 노량진동 119-178번지 ,서울특별시 동작구 만양로 90 (노량진동),6913,노량진할머니파전,2.01E+13,I,2018-08-31 23:59,한식,195024.7511,445468.6334,한식
영업,,107.18,156860,서울특별시 동작구 흑석동 181-1 ,서울특별시 동작구 서달로15길 23 지상2층 (흑석동),6972,맛있으면돼지,2.02E+13,U,2020-11-13 2:40,한식,196547.6883,445149.1798,한식
영업,208169497,110.78,156847,서울특별시 동작구 신대방동 344-23번지 ,서울특별시 동작구 보라매로 77 (신대방동),7060,명태어장,2.02E+13,I,2018-08-31 23:59,한식,193511.9854,443790.3661,한식
영업,,33,156816,서울특별시 동작구 사당동 141-45 ,서울특별시 동작구 사당로29가길 28 1층 (사당동),7008,배달돼지 방배사당점,2.02E+13,I,2021-01-13 0:23,한식,198129.3954,442675.6333,한식
영업,,62.8,156839,서울특별시 동작구 상도동 347-9번지 1층 ,서울특별시 동작구 상도로 116 (상도동1층),6959,성대포차,2.02E+13,I,2018-08-31 23:59,한식,194023.6712,444316.0678,한식
영업,,61.81,156827,서울특별시 동작구 사당동 1040-35번지 ,서울특별시 동작구 남부순환로271길 25 지하1층 (사당동),7025,바른황소곱창2호점,2.02E+13,I,2019-05-22 2:20,한식,198156.5105,441754.1235,한식
영업,,28,156030,서울특별시 동작구 상도동 463-2 이화빌딩 ,서울특별시 동작구 상도로47길 4 104호 (상도동),6971,족발천국,2.02E+13,U,2021-11-19 2:40,한식,195634.2002,444147.1457,한식
영업,02 5877215,90.15,156825,서울특별시 동작구 사당동 1029-44 ,서울특별시 동작구 사당로30길 108 (사당동),7015,강원도감자탕.쌈밥,2.02E+13,U,2020-12-20 2:40,한식,198215.5119,441980.5649,한식
영업,234774467,86.5,156819,서울특별시 동작구 사당동 257-26,서울특별시 동작구 사당로17나길 2 (사당동),7004,진미 순대국,2.02E+13,U,2021-12-06 23:07,한식,197570.6478,442422.8288,
영업,02 5229293,90.16,156827,서울특별시 동작구 사당동 1041-28번지 ,서울특별시 동작구 사당로30길 154 (사당동),7025,푸드100,2.02E+13,U,2019-02-20 2:40,한식,198213.011,441755.2762,한식
영업,,26.7,156827,서울특별시 동작구 사당동 1039-15 ,서울특별시 동작구 동작대로1길 52 (사당동),7025,달비촌 대구막창,2.02E+13,U,2021-10-06 2:40,한식,198032.5937,441693.3377,한식
영업,,66.36,156815,서울특별시 동작구 사당동 88-22 ,서울특별시 동작구 동작대로29가길 11 1층 (사당동),6997,후통&쟁반집 이수점,2.02E+13,I,2022-03-27 0:22,한식,198275.1063,442932.9797,한식
영업,02 8348922,105,156849,서울특별시 동작구 신대방동 395-66 117호 118호 ,서울특별시 동작구 보라매로5길 43 (신대방동117호 118호),,궁중삼계탕,2.02E+13,U,2020-12-03 2:40,한식,193153.177,443251.1214,한식
영업,02824 9620,33.71,156800,서울특별시 동작구 노량진동 29-7번지 ,서울특별시 동작구 노량진로 86-1 (노량진동),6927,광주식당,2.02E+13,I,2018-08-31 23:59,한식,194219.1785,445647.9604,한식
영업,02  62652000,32.7,156010,서울특별시 동작구 신대방동 719 성원상떼빌 105동 112호,서울특별시 동작구 신대방1가길 38 105동 112호 (신대방동성원상떼빌),7072,흑돈연가,2.02E+13,U,2020-11-04 2:40,한식,191691.6784,442818.1137,한식
영업,,64.8,156801,서울특별시 동작구 노량진동 120-6번지 문화독서실 ,서울특별시 동작구 만양로 81 1층 (노량진동),6923,본죽앤비빔밥 노량진점,2.02E+13,I,2019-05-03 2:20,한식,195018.5629,445402.3311,한식
영업,,117.5,156831,서울특별시 동작구 상도동 26-11 1층 ,서울특별시 동작구 상도로 219 (상도동 1층),6921,상도동함흥면옥,2.02E+13,U,2020-11-20 2:40,한식,194893.986,444799.6878,한식
영업,,47.04,156816,서울특별시 동작구 사당동 147-69 ,서울특별시 동작구 동작대로27가길 39 (사당동),7008,원조부안집 이수점,2.02E+13,U,2021-02-28 2:40,한식,198264.4996,442629.9623,한식
영업,02 8224663,28.22,156840,서울특별시 동작구 상도동 188-31 ,서울특별시 동작구 상도로 150 (상도동),6959,상도해물찜.동태찜,2.02E+13,U,2020-12-13 2:40,한식,194280.5301,444516.8484,한식
영업,02 8122047,40.15,156761,서울특별시 동작구 대방동 501 대림아파트상가 지하1층 14호,서울특별시 동작구 여의대방로44길 10 (대방동),6943,남원추어탕,2.02E+13,U,2020-11-13 2:40,한식,193273.484,445011.2501,한식
영업,,78.74,156811,서울특별시 동작구 대방동 407-37번지 ,서울특별시 동작구 여의대방로24길 131 2층 (대방동),7055,삼촌네이층집,2.02E+13,I,2019-08-14 2:22,한식,193507.5573,444126.4014,한식
영업,02 8353337,43.5,156849,서울특별시 동작구 신대방동 395-62 삼성보라매옴니타워 지하동 115호,서울특별시 동작구 보라매로5길 23 지하동 115호 (신대방동삼성보라매옴니타워),,배밭골,2.02E+13,U,2020-12-16 2:40,한식,193176.6367,443379.1713,한식
영업,,106.18,156800,서울특별시 동작구 노량진동 70-15,서울특별시 동작구 노량진로 152 1층 (노량진동),6922,프레퍼스 다이어트푸드 노량진점,2.02E+13,U,2021-12-06 21:00,한식,194867.2801,445692.1961,
영업,232801022,349.8,156832,서울특별시 동작구 상도동 356번지 (1층) ,서울특별시 동작구 상도로 133 (상도동(1층)),6950,할머니 추어탕,2.02E+13,I,2018-08-31 23:59,한식,194136.4185,444467.349,한식
영업,070 82778721,143.48,156030,서울특별시 동작구 상도동 505번지 지하1층 ,서울특별시 동작구 사당로 30 (상도동 지하1층),7027,코웍비스트로,2.02E+13,U,2020-06-13 2:40,한식,196181.0141,443637.5386,한식
영업,02 8220401,132.48,156832,서울특별시 동작구 상도동 367-6,서울특별시 동작구 상도로26길 19 (상도동),6956,예가 숯불갈비,2.02E+13,U,2021-12-08 0:07,한식,194517.1434,444662.9135,
영업,02 8253702,55.28,156838,서울특별시 동작구 상도동 181-13 1층 ,서울특별시 동작구 장승배기로 69 (상도동 1층),6956,홍어집,2.02E+13,U,2021-11-18 2:40,한식,194560.6406,444622.737,한식
영업,,70.21,156815,서울특별시 동작구 사당동 88-7,서울특별시 동작구 동작대로29가길 15 1층 (사당동),6997,영주네,2.02E+13,U,2021-12-06 23:05,한식,198277.1506,442942.4223,
영업,02 8121666,68,156030,서울특별시 동작구 상도동 493-9 ,서울특별시 동작구 상도로60길 6 지상1층 (상도동),7040,미가(味佳),2.02E+13,U,2021-11-14 2:40,한식,195871.9052,443612.7717,한식
영업,,33.72,156090,서울특별시 동작구 사당동 39-16,서울특별시 동작구 동작대로35길 12 1층 (사당동),6995,동궁찜닭 사당점,2.02E+13,I,2021-12-03 23:05,한식,198308.5919,443199.5141,
영업,02825 6023,43,156848,서울특별시 동작구 신대방동 361-42 ,서울특별시 동작구 여의대방로24길 50 1층 (신대방동),7056,삼호정,2.02E+13,U,2020-11-04 2:40,한식,193121.1922,443973.8993,한식
영업,02  825 7994,43.73,156030,서울특별시 동작구 상도동 508-4번지 ,서울특별시 동작구 사당로 42 (상도동),7027,이모네,2.01E+13,I,2018-08-31 23:59,한식,196305.1973,443607.2975,한식
영업,,35.54,156816,서울특별시 동작구 사당동 130-13 ,서울특별시 동작구 동작대로27길 16-7 1층 (사당동),7008,경복궁 함흥냉면,2.02E+13,U,2021-03-31 2:40,한식,198248.3671,442855.0054,한식
영업,,64.35,156801,서울특별시 동작구 노량진동 118-18 ,서울특별시 동작구 만양로14가길 1 (노량진동),6913,소림마라 동작점,2.02E+13,U,2021-12-16 2:40,한식,195080.6621,445493.1662,한식
영업,,74.48,156861,서울특별시 동작구 흑석동 184-24번지 ,서울특별시 동작구 흑석로 101-3 (흑석동),6910,노랑통닭,2.02E+13,I,2018-08-31 23:59,한식,196454.2444,445071.4256,한식
영업,,63.18,156854,서울특별시 동작구 신대방동 687-1,서울특별시 동작구 신대방3길 73 1층 101호 (신대방동),7069,브라이트스타 영등포,2.02E+13,U,2021-12-05 23:01,한식,191782.9832,442919.0857,
영업,,59.5,156807,서울특별시 동작구 대방동 23-161번지 ,서울특별시 동작구 등용로 107 1층 (대방동),6942,호순네집,2.02E+13,I,2019-02-14 2:21,한식,193907.5527,445386.4642,한식
영업,8270045,142.39,156801,서울특별시 동작구 노량진동 122-5 백호독서실 ,서울특별시 동작구 장승배기로16길 162 백호독서실 지하1층 (노량진동),6926,해물포차꼴통,2.02E+13,U,2021-11-18 2:40,한식,195005.5008,445378.4548,한식
영업,,27.3,156080,서울특별시 동작구 동작동 102-60,서울특별시 동작구 동작대로41길 7 지층 B02호 (동작동),6994,하랑F&B,2.02E+13,I,2021-12-03 22:08,한식,198322.001,443757.0956,
영업,,330,156857,서울특별시 동작구 흑석동 26-2 블루스톤스포츠 ,서울특별시 동작구 현충로 131 블루스톤스포츠 지하2층 (흑석동),6904,숙공,2.02E+13,U,2020-12-16 2:40,한식,197089.736,444960.9078,한식
영업,02  823 4400,132.72,156861,서울특별시 동작구 흑석동 190-41번지 ,서울특별시 동작구 흑석로 87 지상2층 (흑석동),6910,내가찜한닭,2.02E+13,I,2018-08-31 23:59,한식,196336.3744,445018.0104,한식
