상세영업상태명,전화번호,소재지면적,소재지우편번호,지번주소,도로명주소,도로명우편번호,사업장명,최종수정일자,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보(X),좌표정보(Y),위생업태명
영업,,73,156826,서울특별시 동작구 사당동 1032-1번지 2층 ,서울특별시 동작구 동작대로7길 19 (사당동2층),7015,전주파전,2.01E+13,I,2018-08-31 23:59,한식,198219.1632,441940.8139,한식
영업,234765252,121.09,156816,서울특별시 동작구 사당동 139-63 ,서울특별시 동작구 동작대로27나길 22 (사당동),7008,원할머니보쌈 이수역점,2.02E+13,U,2021-12-14 2:40,한식,198212.6762,442733.0987,한식
영업,031 284 8892,26.6,156842,서울특별시 동작구 상도동 214-291 ,서울특별시 동작구 양녕로22가길 67 1층 (상도동),7037,감나무골,2.02E+13,U,2021-12-07 2:40,한식,194984.361,443851.7448,한식
영업,02 8326843,47.81,156852,서울특별시 동작구 신대방동 589-6 ,서울특별시 동작구 신대방길 112-4 (신대방동),7068,경월매운탕,2.02E+13,U,2020-12-13 2:40,한식,191846.2188,443146.7962,한식
영업,02 8139911,125.46,156804,서울특별시 동작구 노량진동 266-9번지 ,서울특별시 동작구 노량진로6길 6-5 (노량진동),6927,서울가든,2.02E+13,I,2018-08-31 23:59,한식,194227.2973,445625.8264,한식
영업,02 8221456,167.32,156755,서울특별시 동작구 흑석동 224-1 중앙대학교병원 지하1층 B105호 ,서울특별시 동작구 흑석로 102 (흑석동중앙대학교병원 지하1층 B105호),6973,소담,2.02E+13,U,2020-12-17 2:40,한식,196469.8398,444981.9379,한식
영업,02 8163556,26.4,156857,서울특별시 동작구 흑석동 54-146 (1층) ,서울특별시 동작구 서달로14나길 28 (흑석동(1층)),6979,수목식당,2.02E+13,U,2020-11-13 2:40,한식,196661.9911,444981.8072,한식
영업,02  595 3308,50.58,156826,서울특별시 동작구 사당동 1038-27번지 ,서울특별시 동작구 동작대로7길 74 1층 (사당동),7025,천하무족,2.02E+13,I,2018-08-31 23:59,한식,198032.564,441748.6369,한식
영업,,24.42,156815,서울특별시 동작구 사당동 91-178 ,서울특별시 동작구 동작대로29나길 10 (사당동),6997,놀부한방족발,2.02E+13,U,2021-12-14 2:40,한식,198218.5683,442927.0898,한식
영업,02  822 5888,72.6,156808,서울특별시 동작구 대방동 344-5,서울특별시 동작구 알마타길 13-5 1층 (대방동),6939,북촌손만두 대방역점,2.02E+13,U,2021-12-08 0:03,한식,193437.8094,445464.5297,
영업,02  813 2264,18.37,156813,서울특별시 동작구 본동 384-7번지 ,서울특별시 동작구 노량진로18길 21 1층 (본동),6916,진희네,2.02E+13,I,2018-08-31 23:59,한식,195598.4283,445548.0496,한식
영업,,63.7,156847,서울특별시 동작구 신대방동 344-16 우진빌딩 ,서울특별시 동작구 보라매로 89 우진빌딩 1층 (신대방동),7060,성대골,2.02E+13,I,2021-04-16 0:22,한식,193532.6003,443907.9056,한식
영업,,34,156815,서울특별시 동작구 사당동 77-66 ,서울특별시 동작구 동작대로29나길 34 1층 (사당동),6997,꼭지네 올갱이,2.02E+13,U,2021-12-09 2:40,한식,198236.2178,443045.9373,한식
영업,,86,156800,서울특별시 동작구 노량진동 44-11 2층 ,서울특별시 동작구 노량진로 124 (노량진동 2층),6928,불닭발동대문엽기떡볶이 상도노량진점,2.02E+13,U,2021-12-14 2:40,한식,194602.6038,445676.4619,한식
영업,02  34711821,61.76,156827,서울특별시 동작구 사당동 1045-5 ,서울특별시 동작구 동작대로7길 95 지상1층 (사당동),7024,담소소사골순대사당점,2.02E+13,U,2020-11-21 2:40,한식,197976.6377,441675.8695,한식
영업,226193848,30.7,156030,서울특별시 동작구 상도동 315-22번지 ,서울특별시 동작구 성대로2길 7 1층 (상도동),7042,가마솥장우왕족발,2.02E+13,U,2020-06-25 2:40,한식,193893.764,444126.4685,한식
영업,02  816 9909,19.88,156813,서울특별시 동작구 노량진동 330번지 ,서울특별시 동작구 만양로 84 지하19호 (노량진동),6914,마늘반쪽,2.02E+13,I,2018-08-31 23:59,한식,195079.2655,445413.2884,한식
영업,02 8142540,49,156857,서울특별시 동작구 흑석동 50-41 ,서울특별시 동작구 서달로14나길 5-1 1층 (흑석동),6979,엉터리생고기&엉터리해장국,2.02E+13,U,2021-09-01 2:40,한식,196735.195,445046.4471,한식
영업,,22.63,156848,서울특별시 동작구 신대방동 360-25 ,서울특별시 동작구 여의대방로22아길 12 101호 (신대방동),7058,핫독킹,2.02E+13,U,2021-05-23 2:40,한식,193223.9613,443874.9474,한식
영업,,25.57,156861,서울특별시 동작구 흑석동 190-5 ,서울특별시 동작구 흑석로9길 6 1층 (흑석동),6910,행복은간장밥 중앙대점,2.02E+13,I,2021-04-29 0:23,한식,196381.3939,445057.9959,한식
영업,205971224,51.83,156826,서울특별시 동작구 사당동 1031-2 ,서울특별시 동작구 사당로30길 115 (사당동),7015,육태기,2.02E+13,U,2021-11-03 2:40,한식,198235.508,441950.007,한식
영업,02523 5422,56,156879,서울특별시 동작구 사당동 223-6번지 ,서울특별시 동작구 사당로16가길 90 1층 (사당동),7009,도담,2.02E+13,I,2018-08-31 23:59,한식,197199.0875,442518.7439,한식
영업,02532 4387,76.5,156816,서울특별시 동작구 사당동 133-2 ,서울특별시 동작구 동작대로29길 3 1층 (사당동),7008,명성왕족발,2.02E+13,U,2021-03-13 2:40,한식,198319.0438,442866.3706,한식
영업,208461040,149.49,156800,서울특별시 동작구 노량진동 44-21번지 중앙    5호,,,한일정,2.02E+13,U,2020-06-13 2:40,한식,,,한식
영업,02817 0506,30.71,156860,서울특별시 동작구 흑석동 181-1번지 한신빌딩 1층 ,서울특별시 동작구 서달로15길 23 (흑석동한신빌딩 1층),6972,탭하우스(TAP HOUSE),2.02E+13,I,2018-08-31 23:59,한식,196547.6883,445149.1798,한식
영업,,128.23,156755,서울특별시 동작구 흑석동 224-1번지 중앙대학교병원 ,서울특별시 동작구 흑석로 102 중앙대학교병원 지하1층 (흑석동),6973,구름산추어탕,2.02E+13,U,2020-01-19 2:40,한식,196469.8398,444981.9379,한식
영업,02 8449793,57,156853,서울특별시 동작구 신대방동 644-9 ,서울특별시 동작구 신대방2길 2-9 1층 (신대방동),7067,가성비,2.02E+13,U,2022-02-19 2:40,한식,192242.1295,442857.2556,한식
영업,02  811 7754,58.8,156861,서울특별시 동작구 흑석동 223-18,서울특별시 동작구 흑석로 88 2층 (흑석동),6973,백채김치찌개 중앙대점,2.02E+13,U,2021-12-04 0:02,한식,196340.6225,444982.102,
영업,02 8222941,66,156861,서울특별시 동작구 흑석동 228-11번지 ,서울특별시 동작구 서달로 134-1 (흑석동),6980,상도늘보리(흑석점),2.02E+13,U,2019-10-03 2:40,한식,196498.4406,444810.003,한식
영업,02 8152250,72.9,156801,서울특별시 동작구 노량진동 120-2 ,서울특별시 동작구 만양로 85 (노량진동),6923,정동진,2.02E+13,U,2020-12-04 2:40,한식,195010.9685,445424.4653,한식
영업,,82.86,156801,서울특별시 동작구 노량진동 119-68 ,서울특별시 동작구 만양로 93 (노량진동),6923,꾸이집,2.02E+13,U,2021-05-13 2:40,한식,194984.4173,445509.9798,한식
영업,,52.8,156836,서울특별시 동작구 상도1동 390번지 ,서울특별시 동작구 상도로 295 1층 (상도1동),6970,딱좋아,2.02E+13,U,2019-10-17 2:40,한식,195463.5288,444363.2448,한식
영업,02  32800810,73.9,156832,서울특별시 동작구 상도동 368-8 ,서울특별시 동작구 장승배기로 75 1층 (상도동),6956,우된장 장승배기점,2.02E+13,I,2022-02-24 0:22,한식,194536.1329,444686.3117,한식
영업,205995037,46.96,156816,서울특별시 동작구 사당동 139-32번지 ,서울특별시 동작구 동작대로27길 8 (사당동),7008,엘(L),2.01E+13,I,2018-08-31 23:59,한식,198300.1887,442825.8561,한식
영업,02 8265477,42.19,156838,서울특별시 동작구 상도동 182-7번지 ,서울특별시 동작구 장승배기로 57-1 (상도동),6957,마산아구?동태찜?탕,2.02E+13,I,2018-08-31 23:59,한식,194590.9122,444516.4347,한식
영업,,54.8,156859,서울특별시 동작구 흑석동 97-19 ,서울특별시 동작구 서달로14가길 16 지상1층 (흑석동),6979,장수,2.02E+13,U,2020-11-13 2:40,한식,196637.2193,445011.3899,한식
영업,,65.2,156821,서울특별시 동작구 사당동 267-28 1층 ,서울특별시 동작구 사당로14길 3 (사당동 1층),7010,맛있는 소풍,2.02E+13,U,2021-12-14 2:40,한식,197475.2575,442393.5048,한식
영업,02812 1222,74.68,156801,서울특별시 동작구 노량진동 118-3번지 ,서울특별시 동작구 만양로14가길 13 (노량진동),6913,서민식당 서서갈비,2.02E+13,I,2018-08-31 23:59,한식,195072.1551,445546.0918,한식
영업,,25.06,156815,서울특별시 동작구 사당동 128-1 ,서울특별시 동작구 동작대로29길 45 제1동 1층 107호 (사당동),7008,마당,2.02E+13,U,2021-09-01 2:40,한식,198105.2037,442887.2082,한식
영업,,39,156832,서울특별시 동작구 상도동 365-1번지 ,서울특별시 동작구 상도로 179 (상도동),6937,할머니칼국수,2.01E+13,I,2018-08-31 23:59,한식,194477.9257,444726.1571,한식
영업,,69.78,156800,서울특별시 동작구 노량진동 62-7 ,서울특별시 동작구 노량진로 132 1층 (노량진동),6922,주식회사동양푸드,2.02E+13,U,2021-05-20 2:40,한식,194684.9052,445681.5484,한식
영업,,23.8,156841,서울특별시 동작구 상도동 208-33 ,서울특별시 동작구 양녕로27길 6 (상도동),7047,약수순대국감자탕,2.02E+13,U,2020-12-13 2:40,한식,194933.3186,444071.2483,한식
영업,,30,156843,서울특별시 동작구 상도동 248-27 ,서울특별시 동작구 성대로1길 8 1층 (상도동),6959,목포참홍어,2.02E+13,I,2022-01-28 0:22,한식,194006.2036,444253.3927,한식
영업,,57.61,156804,서울특별시 동작구 노량진동 258-32 ,서울특별시 동작구 노량진로10길 26 지하1층 (노량진동),6930,아트카페포차,2.02E+13,U,2021-04-08 2:40,한식,194399.4021,445562.991,한식
영업,02 8243936,84.94,156832,서울특별시 동작구 상도동 363-11 ,서울특별시 동작구 등용로 9 (상도동),6949,황가네오리,2.02E+13,U,2020-12-30 2:40,한식,194360.2539,444750.621,한식
영업,,31.6,156817,서울특별시 동작구 사당동 161-106,서울특별시 동작구 사당로27길 54 1층 (사당동),7007,이수집밥,2.02E+13,U,2021-12-04 0:01,한식,197883.1926,442658.5094,
영업,,36.8,156832,서울특별시 동작구 상도동 363-164 상도 휴엔하임,서울특별시 동작구 상도로15길 131 지하1층 B107호 (상도동),6937,이모네 술상,2.02E+13,U,2021-12-05 23:01,한식,194443.2098,444754.2362,
영업,02813 4540,96.84,156861,서울특별시 동작구 흑석동 190-26번지 ,서울특별시 동작구 흑석로 83-1 지상1층 (흑석동),6910,더진국 중앙대점,2.02E+13,I,2018-08-31 23:59,한식,196287.9985,445003.7856,한식
영업,,18.52,156817,서울특별시 동작구 사당동 162-104 ,서울특별시 동작구 사당로27길 92 지하1층 (사당동),7007,삼첩분식,2.02E+13,U,2022-02-08 2:40,한식,197750.0394,442788.7169,한식
영업,,67,156806,서울특별시 동작구 노량진동 312-6번지 장성그랜드사우나 지하2층 ,서울특별시 동작구 장승배기로 113 (노량진동장성그랜드사우나 지하2층),6936,장성식당,2.02E+13,U,2020-05-06 2:40,한식,194587.6483,445069.91,한식
영업,02 5848519,16.5,156825,서울특별시 동작구 사당동 1018-31번지 ,서울특별시 동작구 사당로30길 72 (사당동),7014,다솔김밥,2.02E+13,U,2020-02-13 2:40,한식,198229.4698,442163.1863,한식
영업,02  822 2639,36.4,156838,서울특별시 동작구 상도동 196-56번지 ,서울특별시 동작구 상도로22길 34 (상도동),6959,종로곱창,2.01E+13,I,2018-08-31 23:59,한식,194371.732,444404.1998,한식
영업,,82.77,156827,서울특별시 동작구 사당동 1041-26 ,서울특별시 동작구 사당로30길 158-4 1층 (사당동),7025,남도전집,2.02E+13,U,2021-10-15 2:40,한식,198194.0752,441740.9819,한식
영업,,21.12,156838,서울특별시 동작구 상도동 196-90번지 ,서울특별시 동작구 상도로22길 25 (상도동),6958,금강식당,2.02E+13,I,2018-08-31 23:59,한식,194367.4578,444451.1638,한식
영업,02 8131235,57.92,156857,서울특별시 동작구 흑석동 53-4,서울특별시 동작구 서달로12나길 11 (흑석동),6980,황토방식당,2.02E+13,U,2021-12-08 0:04,한식,196711.5668,444981.4596,
영업,02 5337440,40.1,156817,서울특별시 동작구 사당동 161-71,서울특별시 동작구 사당로27길 62 (사당동),7007,에이셉피자 사당방배점(ASAP PIZZA),2.02E+13,U,2021-12-06 23:02,한식,197854.2072,442688.8844,
영업,234827773,161.5,156816,서울특별시 동작구 사당동 138-3 이수프라자 106호 ,서울특별시 동작구 동작대로27다길 26 (사당동이수프라자 106호),7008,용용선생 이수역점,2.02E+13,U,2021-10-16 2:40,한식,198181.9469,442684.3355,한식
영업,02 8211461,36.2,156848,서울특별시 동작구 신대방동 363번지 ,서울특별시 동작구 여의대방로22길 48 (신대방동),7058,자매식당,2.02E+13,I,2018-08-31 23:59,한식,193086.4852,443935.4296,한식
영업,,24,156813,서울특별시 동작구 노량진동 325,서울특별시 동작구 만양로 19 상가동 1층 134호 (노량진동),6920,문에프앤비,2.02E+13,I,2021-12-08 0:07,한식,195078.2362,445024.4852,
영업,02 8429322,27.04,156838,서울특별시 동작구 상도동 195-46 ,서울특별시 동작구 상도로22길 10 1층 (상도동),6959,우리포차,2.02E+13,U,2021-11-11 2:40,한식,194318.5487,444502.1729,한식
영업,,23.22,156804,서울특별시 동작구 노량진동 259-1 행운이발관 ,서울특별시 동작구 노량진로8길 32 지1층 (노량진동),6930,커피가지고요,2.02E+13,U,2020-11-22 2:40,한식,194360.9857,445590.232,한식
영업,02 5996802,29.72,156815,서울특별시 동작구 사당동 89-59 ,서울특별시 동작구 동작대로29가길 9 (사당동),6997,우리집,2.02E+13,U,2020-12-09 2:40,한식,198270.2804,442921.9111,한식
영업,02 8179086,41.8,156801,서울특별시 동작구 노량진동 124-9번지 ,서울특별시 동작구 만양로14길 21 (노량진동),6913,현대옥 노량진점,2.01E+13,I,2018-08-31 23:59,한식,195101.5426,445516.5017,한식
영업,02 5862712,101.6,156816,서울특별시 동작구 사당동 133-4 ,서울특별시 동작구 동작대로27길 6 (사당동),7008,마포집,2.02E+13,U,2021-09-18 2:40,한식,198313.3832,442852.2484,한식
영업,02 8111448,81.62,156030,서울특별시 동작구 상도동 322-15번지 2층 ,서울특별시 동작구 국사봉1길 24 2층 (상도동),7042,성대순대촌,2.02E+13,I,2018-08-31 23:59,한식,193726.0254,444075.2029,한식
영업,,22.4,156801,서울특별시 동작구 노량진동 119-75 ,서울특별시 동작구 만양로 89 (노량진동),6923,서울통닭&닭발,2.02E+13,U,2021-12-14 2:40,한식,194998.4238,445464.7678,한식
영업,02  812 4913,195.88,156030,서울특별시 동작구 상도동 527 브라운스톤상가  B207호 ,서울특별시 동작구 상도로31길 19 (상도동 브라운스톤상가  B207호),6921,낙지한마리수제비상도,2.02E+13,U,2022-01-21 2:40,한식,194963.2747,444866.8456,한식
영업,,26.4,156815,서울특별시 동작구 사당동 89-10번지 ,서울특별시 동작구 동작대로29가길 20 1층 (사당동),6997,옹심이쇠고기국수집,2.02E+13,I,2019-11-21 0:23,한식,198306.272,442966.2962,한식
영업,02 8248464,23.7,156811,서울특별시 동작구 대방동 415-6번지 ,서울특별시 동작구 여의대방로24가길 10 (대방동),7055,김가보쌈,2.01E+13,I,2018-08-31 23:59,한식,192948.3445,444055.1439,한식
영업,02  817 4455,92.4,156861,서울특별시 동작구 흑석동 182-7번지 ,서울특별시 동작구 흑석로 110-1 2층 (흑석동),6972,술광장호프치킨,2.02E+13,U,2018-09-27 23:59,한식,196523.5851,445119.2649,한식
영업,02   8135755,29.64,156030,서울특별시 동작구 상도동 322-15 ,서울특별시 동작구 국사봉1길 24 (상도동),7042,영광족발,2.02E+13,U,2020-12-12 2:40,한식,193726.0254,444075.2029,한식
영업,02 8135995,67.5,156863,서울특별시 동작구 흑석동 269-3번지 ,서울특별시 동작구 현충로 144 (흑석동),6983,한강생고기,2.02E+13,I,2018-08-31 23:59,한식,197203.029,444848.629,한식
영업,02 5921125,46.23,156816,서울특별시 동작구 사당동 139-88 ,서울특별시 동작구 동작대로27가길 14 (사당동),7008,고추찜닭,2.02E+13,U,2020-12-20 2:40,한식,198253.499,442749.7767,한식
영업,02 8228854,98.74,156877,서울특별시 동작구 흑석동 9-89번지 2층 ,서울특별시 동작구 현충로 100-1 (흑석동 2층),6979,박가부대찌개(흑석점),2.01E+13,I,2018-08-31 23:59,한식,196812.4648,445047.9496,한식
영업,02 8154725,94.82,156861,서울특별시 동작구 흑석동 184-19번지 ,서울특별시 동작구 흑석로 101-7 (흑석동),6910,거구장,2.02E+13,U,2020-01-25 2:40,한식,196460.3214,445092.9987,한식
영업,02 8338335,75.32,156851,서울특별시 동작구 신대방동 498-49 ,서울특별시 동작구 여의대방로 82 지상1층 (신대방동),7063,의정부부대찌개,2.02E+13,U,2020-11-04 2:40,한식,192484.4564,443827.4415,한식
영업,,156,156713,서울특별시 동작구 신대방동 395-69 보라매아카데미타워 (제210호212호) ,서울특별시 동작구 보라매로5가길 16 (신대방동보라매아카데미타워 (제210호212호)),7071,샤우,2.02E+13,U,2021-09-17 2:40,중국식,193218.364,443239.5811,중국식
영업,02523 3154,19.98,156827,서울특별시 동작구 사당동 1040-2번지 ,서울특별시 동작구 동작대로7길 55 1층 (사당동),7025,타이거짬뽕,2.02E+13,I,2018-08-31 23:59,중국식,198102.3855,441798.9753,중국식
영업,02  812 4530,28,156802,서울특별시 동작구 노량진동 221-62번지 1층 ,서울특별시 동작구 만양로 65-1 1층 (노량진동),6926,중국관,2.02E+13,I,2018-08-31 23:59,중국식,195113.315,445255.3802,중국식
영업,02  846 2211,56.98,156855,서울특별시 동작구 신대방동 708번지 해태보라매타워 ,서울특별시 동작구 보라매로3길 29 지하1층 567849호 (신대방동 해태보라매타워),7071,대궁,2.02E+13,I,2020-06-13 0:23,중국식,193279.5991,443230.4182,중국식
영업,,30,156030,서울특별시 동작구 상도동 315-22,서울특별시 동작구 성대로2길 7 1층 (상도동),7042,무화,2.02E+13,I,2021-12-08 0:07,중국식,193893.764,444126.4685,
영업,02 5914655,98,156861,서울특별시 동작구 흑석동 195-17 ,서울특별시 동작구 흑석로 81 지상2층 (흑석동),6910,신룽푸마라탕 중앙대점,2.02E+13,U,2021-12-14 2:40,중국식,196268.8036,444983.6718,중국식
영업,02 8268885,247.07,156030,서울특별시 동작구 상도동 578 ,서울특별시 동작구 강남초등길 24 (상도1동),6912,채홍,2.02E+13,U,2021-07-07 2:40,중국식,195683.0856,444770.2851,중국식
영업,,58.7,156811,서울특별시 동작구 대방동 502번지 현대아파트현대종합상가 ,서울특별시 동작구 노량진로 40 현대아파트현대종합상가 2층 205206호 (대방동),6940,미미향24시중화요리,2.02E+13,I,2020-05-24 0:23,중국식,193810.0128,445610.1607,중국식
영업,269540099,1049.34,156849,서울특별시 동작구 신대방동 395-70 ,서울특별시 동작구 보라매로5길 15 지상30층 (신대방동),7071,차이30(CHAI30),2.02E+13,U,2020-11-13 2:40,중국식,193232.0279,443314.0572,중국식
영업,02 8175154,91.18,156807,서울특별시 동작구 대방동 14-9번지 ,서울특별시 동작구 등용로 81 (대방동),6947,태원,2.01E+13,I,2018-08-31 23:59,중국식,193920.9645,445135.8383,중국식
영업,,89.58,156826,서울특별시 동작구 사당동 1031-19 ,서울특별시 동작구 사당로30길 133 2층 (사당동),7015,구라파중식 팬사이,2.02E+13,I,2021-01-08 0:23,중국식,198235.3151,441849.2088,중국식
영업,,27,156840,서울특별시 동작구 상도동 188-29 ,서울특별시 동작구 성대로29길 63 1층 (상도동),6961,삼호핫오리5호점,2.02E+13,I,2020-11-11 0:23,중국식,194403.6973,444303.4755,중국식
영업,02 8178741,182.72,156030,서울특별시 동작구 상도동 492-17 ,서울특별시 동작구 상도로62길 33 (상도동),7040,가야성,2.02E+13,U,2020-12-12 2:40,중국식,195815.6142,443722.6586,중국식
영업,02 8132261,42,156802,서울특별시 동작구 노량진동 211-58 ,서울특별시 동작구 만양로14다길 7 (노량진동),6914,자금성,2.02E+13,U,2022-02-16 2:40,중국식,195105.9805,445453.4938,중국식
영업,,33.53,156860,서울특별시 동작구 흑석동 177-18 ,서울특별시 동작구 흑석로 115 2층 (흑석동),6909,미각중식당,2.02E+13,U,2021-03-07 2:40,중국식,196523.92,445178.7143,중국식
영업,,98.05,156861,서울특별시 동작구 흑석동 190-49 2층3층 ,서울특별시 동작구 흑석로13가길 43 2층3층 (흑석동),6910,칠기마라샹궈마라탕 중앙대점,2.02E+13,U,2020-07-29 2:40,중국식,196361.7793,445025.1352,중국식
영업,,47.88,156861,서울특별시 동작구 흑석동 188-15번지 ,서울특별시 동작구 흑석로13가길 29 (흑석동),6910,오후홍콩,2.02E+13,I,2018-08-31 23:59,중국식,196402.9049,445075.1389,중국식
영업,,69.64,156839,서울특별시 동작구 상도동 347-1 ,서울특별시 동작구 상도로 117 2층 (상도동),6950,라사천마라탕 상도점,2.02E+13,I,2022-02-23 0:22,중국식,194003.2964,444353.4123,중국식
영업,02 8252515,90,156801,서울특별시 동작구 노량진동 118-5번지 (지상1층 1호) ,서울특별시 동작구 만양로 100 (노량진동(지상1층 1호)),6913,부대통령뚝배기,2.02E+13,I,2018-08-31 23:59,중국식,195016.4678,445570.5183,중국식
영업,,73,156800,서울특별시 동작구 노량진동 59-29 ,서울특별시 동작구 노량진로 144 1층 (노량진동),6922,딘딘향 노량진역점,2.02E+13,I,2020-10-14 0:23,중국식,194787.3399,445690.2374,중국식
영업,,35,156854,서울특별시 동작구 신대방동 687-7 ,서울특별시 동작구 신대방3길 61 1층 우측점포2호 (신대방동),7069,라와마라탕 6호점,2.02E+13,I,2020-12-09 0:23,중국식,191825.0271,442887.3957,중국식
영업,02  821 9957,121.88,156840,서울특별시 동작구 상도동 188-40 ,서울특별시 동작구 상도로 148 (상도동),6959,옥문,2.02E+13,U,2021-12-07 2:40,중국식,194264.015,444500.088,중국식
영업,5945550,138.37,156816,서울특별시 동작구 사당동 145-27번지 ,서울특별시 동작구 동작대로25길 13 (사당동),7008,육촌,2.02E+13,I,2018-08-31 23:59,중국식,198268.1189,442673.6994,중국식
영업,267457000,316,156813,서울특별시 동작구 노량진동 325번지 신동아리버파크상가 217-220호 ,서울특별시 동작구 만양로 19 (노량진동신동아리버파크상가 217-220호),6920,천외천,2.02E+13,I,2018-08-31 23:59,중국식,195078.2362,445024.4852,중국식
영업,,94.95,156861,서울특별시 동작구 흑석동 189-2번지 ,서울특별시 동작구 흑석로11길 3 (흑석동),6910,위씨사현스낵(魏記沙縣小吃),2.02E+13,U,2020-01-18 2:40,중국식,196425.0545,445064.7482,중국식
영업,,27.59,156815,서울특별시 동작구 사당동 77-12 ,서울특별시 동작구 동작대로29나길 35 1층 (사당동),6997,홍콩참치만두,2.02E+13,U,2020-07-31 2:40,중국식,198214.57,443054.4573,중국식
영업,,30,156804,서울특별시 동작구 노량진동 244-72번지 ,서울특별시 동작구 노량진로8길 70 (노량진동),6929,칭따오양꼬치,2.02E+13,U,2018-09-20 23:59,중국식,194527.6993,445527.4804,중국식
영업,02 8150567,61.47,156810,서울특별시 동작구 대방동 384-7 ,서울특별시 동작구 여의대방로 204-1 (대방동),6945,대성관,2.02E+13,U,2021-12-14 2:40,중국식,193089.259,444765.0316,중국식
영업,,66,156877,서울특별시 동작구 흑석동 6-10번지 ,서울특별시 동작구 현충로 94 지상2층 (흑석동),6979,럭키데이,2.02E+13,I,2018-08-31 23:59,중국식,196762.6637,445085.4237,중국식
영업,,92.56,156800,서울특별시 동작구 노량진동 27-10 2층 ,서울특별시 동작구 노량진로 96 (노량진동2층),6927,취복루,2.02E+13,U,2021-09-12 2:40,중국식,194296.5376,445652.782,중국식
영업,,43,156846,서울특별시 동작구 상도동 299-58,서울특별시 동작구 국사봉길 74 1층 106호 (상도동),7052,차고집냉면 동작점,2.02E+13,U,2021-12-06 22:07,냉면집,193790.5229,443823.891,
영업,02 5889255,19.42,156879,서울특별시 동작구 사당동 206-12번지 (지상1층) ,서울특별시 동작구 사당로4길 13 (사당동(지상1층)),7030,강남식당,2.02E+13,I,2018-08-31 23:59,김밥(도시락),196942.7009,442766.0717,김밥(도시락)
영업,8133838,23.2,156843,서울특별시 동작구 상도동 250-16 ,서울특별시 동작구 성대로5길 2 (상도동),6960,김밥이맛있는집,2.02E+13,U,2021-12-09 2:40,김밥(도시락),194027.1309,444137.2806,김밥(도시락)
영업,,57.81,156030,서울특별시 동작구 상도동 507-3번지 ,서울특별시 동작구 상도로61길 72 지하1층 B102호 (상도동),7027,추억과김밥,2.02E+13,I,2018-08-31 23:59,김밥(도시락),196284.0741,443586.544,김밥(도시락)
영업,28240216,29.5,156030,서울특별시 동작구 상도동 535 ,서울특별시 동작구 상도로30길 40 1층 101호 (상도동 두산위브트레지움아파트상가),6964,해피트리,2.02E+13,U,2020-10-24 2:40,김밥(도시락),194870.3844,444631.1127,김밥(도시락)
영업,7078080684,14.5,156838,서울특별시 동작구 상도동 181-15 ,서울특별시 동작구 장승배기로 68 1층 (상도동),6963,건강한하루김밥,2.02E+13,U,2020-10-24 2:40,김밥(도시락),194597.1781,444612.8455,김밥(도시락)
