,상세영업상태명,전화번호,소재지면적,소재지우편번호,지번주소,도로명주소,도로명우편번호,사업장명,최종수정일자,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보(X),좌표정보(Y),위생업태명,검색명,업소URL,대표메뉴,가격정보
202,영업,02 8449793,57.0,156853,서울특별시 동작구 신대방동 644-9 ,서울특별시 동작구 신대방2길 2-9 1층 (신대방동),7067.0,가성비,20200000000000.0,U,2022-02-19 2:40,한식,192242.1295,442857.2556,한식,동작구 신대방동가성비,18764082,육회,"16,000원"
203,영업,02  811 7754,58.8,156861,서울특별시 동작구 흑석동 223-18,서울특별시 동작구 흑석로 88 2층 (흑석동),6973.0,백채김치찌개 중앙대점,20200000000000.0,U,2021-12-04 0:02,한식,196340.6225,444982.102,,동작구 흑석동백채김치찌개 중앙대점,1321242429,백채김치찌개 1인분,"8,000원"
204,영업,02 8222941,66.0,156861,서울특별시 동작구 흑석동 228-11번지 ,서울특별시 동작구 서달로 134-1 (흑석동),6980.0,상도늘보리(흑석점),20200000000000.0,U,2019-10-03 2:40,한식,196498.4406,444810.003,한식,동작구 흑석동상도늘보리(흑석점),677873109,코다리조림 (大),"42,000원"
205,영업,02 8152250,72.9,156801,서울특별시 동작구 노량진동 120-2 ,서울특별시 동작구 만양로 85 (노량진동),6923.0,정동진,20200000000000.0,U,2020-12-04 2:40,한식,195010.9685,445424.4653,한식,동작구 노량진동정동진,13160686,은이버섯한방삼계탕,"15,000원"
206,영업,,82.86,156801,서울특별시 동작구 노량진동 119-68 ,서울특별시 동작구 만양로 93 (노량진동),6923.0,꾸이집,20200000000000.0,U,2021-05-13 2:40,한식,194984.4173,445509.9798,한식,동작구 노량진동꾸이집,1406302201,소금 닭갈비(200g),"11,000원"
207,영업,,52.8,156836,서울특별시 동작구 상도1동 390번지 ,서울특별시 동작구 상도로 295 1층 (상도1동),6970.0,딱좋아,20200000000000.0,U,2019-10-17 2:40,한식,195463.5288,444363.2448,한식,동작구 상도1동딱좋아,1102558310,광어,"16,000원"
208,영업,02  32800810,73.9,156832,서울특별시 동작구 상도동 368-8 ,서울특별시 동작구 장승배기로 75 1층 (상도동),6956.0,우된장 장승배기점,20200000000000.0,I,2022-02-24 0:22,한식,194536.1329,444686.3117,한식,동작구 상도동우된장 장승배기점,1605574899,한우된장 정식,"9,500원"
209,영업,,54.8,156859,서울특별시 동작구 흑석동 97-19 ,서울특별시 동작구 서달로14가길 16 지상1층 (흑석동),6979.0,장수,20200000000000.0,U,2020-11-13 2:40,한식,196637.2193,445011.3899,한식,동작구 흑석동장수,32424050,설렁탕 육개장 갈비탕 도가니탕,"7,000~9,000"
210,영업,,65.2,156821,서울특별시 동작구 사당동 267-28 1층 ,서울특별시 동작구 사당로14길 3 (사당동 1층),7010.0,맛있는 소풍,20200000000000.0,U,2021-12-14 2:40,한식,197475.2575,442393.5048,한식,동작구 사당동맛있는 소풍,20838068,밥도둑,"4,500원"
211,영업,02812 1222,74.68,156801,서울특별시 동작구 노량진동 118-3번지 ,서울특별시 동작구 만양로14가길 13 (노량진동),6913.0,서민식당 서서갈비,20200000000000.0,I,2018-08-31 23:59,한식,195072.1551,445546.0918,한식,동작구 노량진동서민식당 서서갈비,1127376230,돼지갈비 250g,"6,900원"
212,영업,,25.06,156815,서울특별시 동작구 사당동 128-1 ,서울특별시 동작구 동작대로29길 45 제1동 1층 107호 (사당동),7008.0,마당,20200000000000.0,U,2021-09-01 2:40,한식,198105.2037,442887.2082,한식,동작구 사당동마당,1945290960,냉메밀막국수,"7,000원"
213,영업,,39.0,156832,서울특별시 동작구 상도동 365-1번지 ,서울특별시 동작구 상도로 179 (상도동),6937.0,할머니칼국수,20100000000000.0,I,2018-08-31 23:59,한식,194477.9257,444726.1571,한식,동작구 상도동할머니칼국수,38419421,칼국수,"6,000원"
214,영업,,23.8,156841,서울특별시 동작구 상도동 208-33 ,서울특별시 동작구 양녕로27길 6 (상도동),7047.0,약수순대국감자탕,20200000000000.0,U,2020-12-13 2:40,한식,194933.3186,444071.2483,한식,동작구 상도동약수순대국감자탕,942516459,순대국,"7,000원"
215,영업,,30.0,156843,서울특별시 동작구 상도동 248-27 ,서울특별시 동작구 성대로1길 8 1층 (상도동),6959.0,목포참홍어,20200000000000.0,I,2022-01-28 0:22,한식,194006.2036,444253.3927,한식,동작구 상도동목포참홍어,1644787800,참홍어삼합,"40,000원"
216,영업,02 8243936,84.94,156832,서울특별시 동작구 상도동 363-11 ,서울특별시 동작구 등용로 9 (상도동),6949.0,황가네오리,20200000000000.0,U,2020-12-30 2:40,한식,194360.2539,444750.621,한식,동작구 상도동황가네오리,1172880744,낙우새,"14,000원"
217,영업,,31.6,156817,서울특별시 동작구 사당동 161-106,서울특별시 동작구 사당로27길 54 1층 (사당동),7007.0,이수집밥,20200000000000.0,U,2021-12-04 0:01,한식,197883.1926,442658.5094,,동작구 사당동이수집밥,1802963582,김치볶음밥,"6,500원"
218,영업,,36.8,156832,서울특별시 동작구 상도동 363-164 상도 휴엔하임,서울특별시 동작구 상도로15길 131 지하1층 B107호 (상도동),6937.0,이모네 술상,20200000000000.0,U,2021-12-05 23:01,한식,194443.2098,444754.2362,,동작구 상도동이모네 술상,1093211957,땡초닭볶음탕(예약필수),"28,000원"
219,영업,02813 4540,96.84,156861,서울특별시 동작구 흑석동 190-26번지 ,서울특별시 동작구 흑석로 83-1 지상1층 (흑석동),6910.0,더진국 중앙대점,20200000000000.0,I,2018-08-31 23:59,한식,196287.9985,445003.7856,한식,동작구 흑석동더진국 중앙대점,1326895559,수육국밥,"7,500원"
220,영업,,18.52,156817,서울특별시 동작구 사당동 162-104 ,서울특별시 동작구 사당로27길 92 지하1층 (사당동),7007.0,삼첩분식,20200000000000.0,U,2022-02-08 2:40,한식,197750.0394,442788.7169,한식,동작구 사당동삼첩분식,1834085248,[바질크림] 떡볶이,"9,900원"
221,영업,,67.0,156806,서울특별시 동작구 노량진동 312-6번지 장성그랜드사우나 지하2층 ,서울특별시 동작구 장승배기로 113 (노량진동장성그랜드사우나 지하2층),6936.0,장성식당,20200000000000.0,U,2020-05-06 2:40,한식,194587.6483,445069.91,한식,동작구 노량진동장성식당,1259780498,-,-
222,영업,02 5848519,16.5,156825,서울특별시 동작구 사당동 1018-31번지 ,서울특별시 동작구 사당로30길 72 (사당동),7014.0,다솔김밥,20200000000000.0,U,2020-02-13 2:40,한식,198229.4698,442163.1863,한식,동작구 사당동다솔김밥,1930964885,쇠고기뚝불,"8,000원"
223,영업,02  822 2639,36.4,156838,서울특별시 동작구 상도동 196-56번지 ,서울특별시 동작구 상도로22길 34 (상도동),6959.0,종로곱창,20100000000000.0,I,2018-08-31 23:59,한식,194371.732,444404.1998,한식,동작구 상도동종로곱창,1776503597,곱창볶음,"9,000원"
224,영업,,82.77,156827,서울특별시 동작구 사당동 1041-26 ,서울특별시 동작구 사당로30길 158-4 1층 (사당동),7025.0,남도전집,20200000000000.0,U,2021-10-15 2:40,한식,198194.0752,441740.9819,한식,동작구 사당동남도전집,1300069136,굴전,"16,000원"
225,영업,,21.12,156838,서울특별시 동작구 상도동 196-90번지 ,서울특별시 동작구 상도로22길 25 (상도동),6958.0,금강식당,20200000000000.0,I,2018-08-31 23:59,한식,194367.4578,444451.1638,한식,동작구 상도동금강식당,20842047,-,-
226,영업,02 8131235,57.92,156857,서울특별시 동작구 흑석동 53-4,서울특별시 동작구 서달로12나길 11 (흑석동),6980.0,황토방식당,20200000000000.0,U,2021-12-08 0:04,한식,196711.5668,444981.4596,,동작구 흑석동황토방식당,1628787387,-,-
227,영업,02 8211461,36.2,156848,서울특별시 동작구 신대방동 363번지 ,서울특별시 동작구 여의대방로22길 48 (신대방동),7058.0,자매식당,20200000000000.0,I,2018-08-31 23:59,한식,193086.4852,443935.4296,한식,동작구 신대방동자매식당,20845811,-,-
228,영업,02 8429322,27.04,156838,서울특별시 동작구 상도동 195-46 ,서울특별시 동작구 상도로22길 10 1층 (상도동),6959.0,우리포차,20200000000000.0,U,2021-11-11 2:40,한식,194318.5487,444502.1729,한식,동작구 상도동우리포차,1204724406,-,-
229,영업,,23.22,156804,서울특별시 동작구 노량진동 259-1 행운이발관 ,서울특별시 동작구 노량진로8길 32 지1층 (노량진동),6930.0,커피가지고요,20200000000000.0,U,2020-11-22 2:40,한식,194360.9857,445590.232,한식,동작구 노량진동커피가지고요,1846433884,아메리카노,"2,500원"
230,영업,02 5996802,29.72,156815,서울특별시 동작구 사당동 89-59 ,서울특별시 동작구 동작대로29가길 9 (사당동),6997.0,우리집,20200000000000.0,U,2020-12-09 2:40,한식,198270.2804,442921.9111,한식,동작구 사당동우리집,35085177,돼지갈비 250g,"14,000원"
231,영업,02 8179086,41.8,156801,서울특별시 동작구 노량진동 124-9번지 ,서울특별시 동작구 만양로14길 21 (노량진동),6913.0,현대옥 노량진점,20100000000000.0,I,2018-08-31 23:59,한식,195101.5426,445516.5017,한식,동작구 노량진동현대옥 노량진점,21783142,(시장식) 콩나물국밥,"7,000원"
232,영업,02 5862712,101.6,156816,서울특별시 동작구 사당동 133-4 ,서울특별시 동작구 동작대로27길 6 (사당동),7008.0,마포집,20200000000000.0,U,2021-09-18 2:40,한식,198313.3832,442852.2484,한식,동작구 사당동마포집,36745028,순대국/뼈해장국,"9,000원"
233,영업,02 8111448,81.62,156030,서울특별시 동작구 상도동 322-15번지 2층 ,서울특별시 동작구 국사봉1길 24 2층 (상도동),7042.0,성대순대촌,20200000000000.0,I,2018-08-31 23:59,한식,193726.0254,444075.2029,한식,동작구 상도동성대순대촌,38522497,순대국,"6,000원"
234,영업,,22.4,156801,서울특별시 동작구 노량진동 119-75 ,서울특별시 동작구 만양로 89 (노량진동),6923.0,서울통닭&닭발,20200000000000.0,U,2021-12-14 2:40,한식,194998.4238,445464.7678,한식,동작구 노량진동서울통닭&닭발,1687224819,통닭한마리+닭똥집+감자튀김,"15,000원"
235,영업,02  812 4913,195.88,156030,서울특별시 동작구 상도동 527 브라운스톤상가  B207호 ,서울특별시 동작구 상도로31길 19 (상도동 브라운스톤상가  B207호),6921.0,낙지한마리수제비상도,20200000000000.0,U,2022-01-21 2:40,한식,194963.2747,444866.8456,한식,동작구 상도동낙지한마리수제비상도,18756024,바지락수제비,"7,000원"
236,영업,,26.4,156815,서울특별시 동작구 사당동 89-10번지 ,서울특별시 동작구 동작대로29가길 20 1층 (사당동),6997.0,옹심이쇠고기국수집,20200000000000.0,I,2019-11-21 0:23,한식,198306.272,442966.2962,한식,동작구 사당동옹심이쇠고기국수집,1122425306,소고기국밥,"6,000원"
237,영업,02 8248464,23.7,156811,서울특별시 동작구 대방동 415-6번지 ,서울특별시 동작구 여의대방로24가길 10 (대방동),7055.0,김가보쌈,20100000000000.0,I,2018-08-31 23:59,한식,192948.3445,444055.1439,한식,동작구 대방동김가보쌈,20853499,김가정식,"5,000원"
238,영업,02   8135755,29.64,156030,서울특별시 동작구 상도동 322-15 ,서울특별시 동작구 국사봉1길 24 (상도동),7042.0,영광족발,20200000000000.0,U,2020-12-12 2:40,한식,193726.0254,444075.2029,한식,동작구 상도동영광족발,20930224,-,-
239,영업,02 8135995,67.5,156863,서울특별시 동작구 흑석동 269-3번지 ,서울특별시 동작구 현충로 144 (흑석동),6983.0,한강생고기,20200000000000.0,I,2018-08-31 23:59,한식,197203.029,444848.629,한식,동작구 흑석동한강생고기,19029028,-,-
240,영업,02 5921125,46.23,156816,서울특별시 동작구 사당동 139-88 ,서울특별시 동작구 동작대로27가길 14 (사당동),7008.0,고추찜닭,20200000000000.0,U,2020-12-20 2:40,한식,198253.499,442749.7767,한식,동작구 사당동고추찜닭,13496481,고추찜닭 반마리,"23,000원"
241,영업,02 8154725,94.82,156861,서울특별시 동작구 흑석동 184-19번지 ,서울특별시 동작구 흑석로 101-7 (흑석동),6910.0,거구장,20200000000000.0,U,2020-01-25 2:40,한식,196460.3214,445092.9987,한식,동작구 흑석동거구장,18714831,한우 생등심 1++,"38,000원"
242,영업,02 8338335,75.32,156851,서울특별시 동작구 신대방동 498-49 ,서울특별시 동작구 여의대방로 82 지상1층 (신대방동),7063.0,의정부부대찌개,20200000000000.0,U,2020-11-04 2:40,한식,192484.4564,443827.4415,한식,동작구 신대방동의정부부대찌개,19039477,부대찌개,"9,000원"
243,영업,,156.0,156713,서울특별시 동작구 신대방동 395-69 보라매아카데미타워 (제210호212호) ,서울특별시 동작구 보라매로5가길 16 (신대방동보라매아카데미타워 (제210호212호)),7071.0,샤우,20200000000000.0,U,2021-09-17 2:40,중국식,193218.364,443239.5811,중국식,동작구 신대방동샤우,13535541,새우볶음밥,"6,000원"
244,영업,02523 3154,19.98,156827,서울특별시 동작구 사당동 1040-2번지 ,서울특별시 동작구 동작대로7길 55 1층 (사당동),7025.0,타이거짬뽕,20200000000000.0,I,2018-08-31 23:59,중국식,198102.3855,441798.9753,중국식,동작구 사당동타이거짬뽕,645770902,타이거짬뽕,"9,000원"
245,영업,02  812 4530,28.0,156802,서울특별시 동작구 노량진동 221-62번지 1층 ,서울특별시 동작구 만양로 65-1 1층 (노량진동),6926.0,중국관,20200000000000.0,I,2018-08-31 23:59,중국식,195113.315,445255.3802,중국식,동작구 노량진동중국관,1169520702,짜장면,"4,500원"
246,영업,02  846 2211,56.98,156855,서울특별시 동작구 신대방동 708번지 해태보라매타워 ,서울특별시 동작구 보라매로3길 29 지하1층 567849호 (신대방동 해태보라매타워),7071.0,대궁,20200000000000.0,I,2020-06-13 0:23,중국식,193279.5991,443230.4182,중국식,동작구 신대방동대궁,279956796,-,-
247,영업,,30.0,156030,서울특별시 동작구 상도동 315-22,서울특별시 동작구 성대로2길 7 1층 (상도동),7042.0,무화,20200000000000.0,I,2021-12-08 0:07,중국식,193893.764,444126.4685,,동작구 상도동무화,1216238643,-,-
248,영업,02 5914655,98.0,156861,서울특별시 동작구 흑석동 195-17 ,서울특별시 동작구 흑석로 81 지상2층 (흑석동),6910.0,신룽푸마라탕 중앙대점,20200000000000.0,U,2021-12-14 2:40,중국식,196268.8036,444983.6718,중국식,동작구 흑석동신룽푸마라탕 중앙대점,1399125397,마라탕,변동
249,영업,02 8268885,247.07,156030,서울특별시 동작구 상도동 578 ,서울특별시 동작구 강남초등길 24 (상도1동),6912.0,채홍,20200000000000.0,U,2021-07-07 2:40,중국식,195683.0856,444770.2851,중국식,동작구 상도동채홍,18705549,옛날 콩짜장,"7,000원"
250,영업,02 8178741,182.72,156030,서울특별시 동작구 상도동 492-17 ,서울특별시 동작구 상도로62길 33 (상도동),7040.0,가야성,20200000000000.0,U,2020-12-12 2:40,중국식,195815.6142,443722.6586,중국식,동작구 상도동가야성,18705540,유동구 S,"28,000원"
251,영업,02 8132261,42.0,156802,서울특별시 동작구 노량진동 211-58 ,서울특별시 동작구 만양로14다길 7 (노량진동),6914.0,자금성,20200000000000.0,U,2022-02-16 2:40,중국식,195105.9805,445453.4938,중국식,동작구 노량진동자금성,20895762,짜장면,"4,500원"
252,영업,,33.53,156860,서울특별시 동작구 흑석동 177-18 ,서울특별시 동작구 흑석로 115 2층 (흑석동),6909.0,미각중식당,20200000000000.0,U,2021-03-07 2:40,중국식,196523.92,445178.7143,중국식,동작구 흑석동미각중식당,1198950774,-,-
253,영업,,98.05,156861,서울특별시 동작구 흑석동 190-49 2층3층 ,서울특별시 동작구 흑석로13가길 43 2층3층 (흑석동),6910.0,칠기마라샹궈마라탕 중앙대점,20200000000000.0,U,2020-07-29 2:40,중국식,196361.7793,445025.1352,중국식,동작구 흑석동칠기마라샹궈마라탕 중앙대점,1661609784,-,-
254,영업,,47.88,156861,서울특별시 동작구 흑석동 188-15번지 ,서울특별시 동작구 흑석로13가길 29 (흑석동),6910.0,오후홍콩,20200000000000.0,I,2018-08-31 23:59,중국식,196402.9049,445075.1389,중국식,동작구 흑석동오후홍콩,1028772718,아메리카노,"3,800원"
255,영업,,69.64,156839,서울특별시 동작구 상도동 347-1 ,서울특별시 동작구 상도로 117 2층 (상도동),6950.0,라사천마라탕 상도점,20200000000000.0,I,2022-02-23 0:22,중국식,194003.2964,444353.4123,중국식,동작구 상도동라사천마라탕 상도점,1102143728,-,-
256,영업,02 8252515,90.0,156801,서울특별시 동작구 노량진동 118-5번지 (지상1층 1호) ,서울특별시 동작구 만양로 100 (노량진동(지상1층 1호)),6913.0,부대통령뚝배기,20200000000000.0,I,2018-08-31 23:59,중국식,195016.4678,445570.5183,중국식,동작구 노량진동부대통령뚝배기,954170327,뚝배기 부대찌개,"6,000원"
257,영업,,73.0,156800,서울특별시 동작구 노량진동 59-29 ,서울특별시 동작구 노량진로 144 1층 (노량진동),6922.0,딘딘향 노량진역점,20200000000000.0,I,2020-10-14 0:23,중국식,194787.3399,445690.2374,중국식,동작구 노량진동딘딘향 노량진역점,1241458262,마라탕(100g),"1,800원"
258,영업,,35.0,156854,서울특별시 동작구 신대방동 687-7 ,서울특별시 동작구 신대방3길 61 1층 우측점포2호 (신대방동),7069.0,라와마라탕 6호점,20200000000000.0,I,2020-12-09 0:23,중국식,191825.0271,442887.3957,중국식,동작구 신대방동라와마라탕 6호점,1114481871,"마라탕(소)(강북,노원,동작 맛집랭킹 1위)","10,000원"
259,영업,02  821 9957,121.88,156840,서울특별시 동작구 상도동 188-40 ,서울특별시 동작구 상도로 148 (상도동),6959.0,옥문,20200000000000.0,U,2021-12-07 2:40,중국식,194264.015,444500.088,중국식,동작구 상도동옥문,1923250609,짜장,"7,000원"
260,영업,5945550,138.37,156816,서울특별시 동작구 사당동 145-27번지 ,서울특별시 동작구 동작대로25길 13 (사당동),7008.0,육촌,20200000000000.0,I,2018-08-31 23:59,중국식,198268.1189,442673.6994,중국식,동작구 사당동육촌,458846611,가브리살,"18,000원"
261,영업,267457000,316.0,156813,서울특별시 동작구 노량진동 325번지 신동아리버파크상가 217-220호 ,서울특별시 동작구 만양로 19 (노량진동신동아리버파크상가 217-220호),6920.0,천외천,20200000000000.0,I,2018-08-31 23:59,중국식,195078.2362,445024.4852,중국식,동작구 노량진동천외천,11694371,런치스페셜,"15,000원"
262,영업,,27.59,156815,서울특별시 동작구 사당동 77-12 ,서울특별시 동작구 동작대로29나길 35 1층 (사당동),6997.0,홍콩참치만두,20200000000000.0,U,2020-07-31 2:40,중국식,198214.57,443054.4573,중국식,동작구 사당동홍콩참치만두,1129306476,참치만두 대,"13,000원"
263,영업,,30.0,156804,서울특별시 동작구 노량진동 244-72번지 ,서울특별시 동작구 노량진로8길 70 (노량진동),6929.0,칭따오양꼬치,20200000000000.0,U,2018-09-20 23:59,중국식,194527.6993,445527.4804,중국식,동작구 노량진동칭따오양꼬치,37653479,양꼬치,"12,000원"
264,영업,,66.0,156877,서울특별시 동작구 흑석동 6-10번지 ,서울특별시 동작구 현충로 94 지상2층 (흑석동),6979.0,럭키데이,20200000000000.0,I,2018-08-31 23:59,중국식,196762.6637,445085.4237,중국식,동작구 흑석동럭키데이,1801717833,-,-
265,영업,,92.56,156800,서울특별시 동작구 노량진동 27-10 2층 ,서울특별시 동작구 노량진로 96 (노량진동2층),6927.0,취복루,20200000000000.0,U,2021-09-12 2:40,중국식,194296.5376,445652.782,중국식,동작구 노량진동취복루,21651765,훠궈 A세트,"59,000원"
266,영업,,43.0,156846,서울특별시 동작구 상도동 299-58,서울특별시 동작구 국사봉길 74 1층 106호 (상도동),7052.0,차고집냉면 동작점,20200000000000.0,U,2021-12-06 22:07,냉면집,193790.5229,443823.891,,동작구 상도동차고집냉면 동작점,1212136013,물냉면,"7,000원"
267,영업,02 5889255,19.42,156879,서울특별시 동작구 사당동 206-12번지 (지상1층) ,서울특별시 동작구 사당로4길 13 (사당동(지상1층)),7030.0,강남식당,20200000000000.0,I,2018-08-31 23:59,김밥(도시락),196942.7009,442766.0717,김밥(도시락),동작구 사당동강남식당,994992031,-,-
268,영업,8133838,23.2,156843,서울특별시 동작구 상도동 250-16 ,서울특별시 동작구 성대로5길 2 (상도동),6960.0,김밥이맛있는집,20200000000000.0,U,2021-12-09 2:40,김밥(도시락),194027.1309,444137.2806,김밥(도시락),동작구 상도동김밥이맛있는집,18696397,소문난김밥,"2,000원"
269,영업,,57.81,156030,서울특별시 동작구 상도동 507-3번지 ,서울특별시 동작구 상도로61길 72 지하1층 B102호 (상도동),7027.0,추억과김밥,20200000000000.0,I,2018-08-31 23:59,김밥(도시락),196284.0741,443586.544,김밥(도시락),동작구 상도동추억과김밥,18698641,뚝배기불고기,"7,500원"
270,영업,28240216,29.5,156030,서울특별시 동작구 상도동 535 ,서울특별시 동작구 상도로30길 40 1층 101호 (상도동 두산위브트레지움아파트상가),6964.0,해피트리,20200000000000.0,U,2020-10-24 2:40,김밥(도시락),194870.3844,444631.1127,김밥(도시락),동작구 상도동해피트리,1842791728,주문도시락,변동
