,상세영업상태명,전화번호,소재지면적,소재지우편번호,지번주소,도로명주소,도로명우편번호,사업장명,최종수정일자,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보(X),좌표정보(Y),위생업태명,검색명,업소URL
84,영업,031811 2132,39.6,156800,서울특별시 동작구 노량진동 89-2 ,서울특별시 동작구 노량진로16길 26 (노량진동),6923.0,보드람치킨,20200000000000.0,U,2021-09-10 2:40,한식,194964.0928,445575.5552,한식,동작구 노량진동보드람치킨,11803167
85,영업,,43.4,156800,서울특별시 동작구 노량진동 41-5번지 ,서울특별시 동작구 노량진로 110 1층 112호 (노량진동),6928.0,부자왕만두냉면,20200000000000.0,I,2019-07-10 2:21,한식,194450.9386,445665.8267,한식,동작구 노량진동부자왕만두냉면,1103678052
86,영업,,173.0,156800,서울특별시 동작구 노량진동 56-14번지 지하1층 ,서울특별시 동작구 장승배기로28길 19 (노량진동 지하1층),6922.0,유가네한우곰탕 노량진점,20200000000000.0,U,2019-12-05 2:40,한식,194743.4057,445585.9436,한식,동작구 노량진동유가네한우곰탕 노량진점,1513817684
87,영업,02 5873293,30.7,156826,서울특별시 동작구 사당동 1032-13번지 ,서울특별시 동작구 동작대로7길 35 (사당동),7015.0,삼통치킨.사당역점,20200000000000.0,I,2018-08-31 23:59,한식,198172.2897,441870.0626,한식,동작구 사당동삼통치킨.사당역점,211776257
88,영업,208178468,22.81,156801,서울특별시 동작구 노량진동 125-14,서울특별시 동작구 만양로14가길 18 (노량진동),6913.0,우리 학사주점,20200000000000.0,U,2021-12-06 0:09,한식,195082.5355,445575.9538,,동작구 노량진동우리 학사주점,1242771730
89,영업,02 8214138,46.85,156860,서울특별시 동작구 흑석동 106-32번지 ,서울특별시 동작구 서달로15길 12 (흑석동),6972.0,곱창스토브(stove),20100000000000.0,I,2018-08-31 23:59,한식,196619.709,445141.4066,한식,동작구 흑석동곱창스토브(stove),37815352
90,영업,02 8412070,87.17,156849,서울특별시 동작구 신대방동 395-69 아카데미218호 ,서울특별시 동작구 보라매로5가길 16 (신대방동아카데미218호),7071.0,원할머니보쌈보라매점,20200000000000.0,U,2020-12-03 2:40,한식,193218.364,443239.5811,한식,동작구 신대방동원할머니보쌈보라매점,12929119
91,영업,,34.32,156841,서울특별시 동작구 상도동 208-10 1층 ,서울특별시 동작구 장승배기로 5 (상도동 1층),7047.0,오뎅수산,20200000000000.0,U,2021-08-14 2:40,한식,194942.1805,444110.395,한식,동작구 상도동오뎅수산,1601368764
92,영업,02 5259100,160.28,156827,서울특별시 동작구 사당동 1043-13 ,서울특별시 동작구 동작대로 7 (사당동),7025.0,훈장골,20200000000000.0,U,2020-12-20 2:40,한식,198260.6064,441663.5467,한식,동작구 사당동훈장골,37918939
93,영업,,27.0,156859,서울특별시 동작구 흑석동 95-16번지 ,서울특별시 동작구 서달로12가길 7 (흑석동),6980.0,옛날 보리밥집,20100000000000.0,I,2018-08-31 23:59,한식,196633.6081,444922.3495,한식,동작구 흑석동옛날 보리밥집,1465306422
94,영업,,20.15,156787,서울특별시 동작구 신대방동 707 현대아파트상가 B동 120호,서울특별시 동작구 여의대방로 28 (신대방동),7064.0,김밥짱,20200000000000.0,U,2020-12-03 2:40,한식,192170.1558,443599.419,한식,동작구 신대방동김밥짱,1737984190
95,영업,02  5975010,25.9,156826,서울특별시 동작구 사당동 1038-35번지 ,서울특별시 동작구 동작대로7길 62-1 1층 (사당동),7025.0,무안수산,20200000000000.0,U,2019-07-27 2:40,한식,198074.0562,441783.0677,한식,동작구 사당동무안수산,20861257
96,영업,208230739,52.5,156840,서울특별시 동작구 상도동 246-1 ,서울특별시 동작구 성대로1길 10 (상도동),6959.0,남도추어탕,20200000000000.0,U,2020-12-13 2:40,한식,194022.7074,444266.7974,한식,동작구 상도동남도추어탕,45120830
97,영업,02 8215400,45.64,156847,서울특별시 동작구 신대방동 347-13 ,서울특별시 동작구 보라매로 106 (신대방동),7053.0,포마토김밥,20200000000000.0,U,2020-12-13 2:40,한식,193595.53,444057.1081,한식,동작구 신대방동포마토김밥,18765663
98,영업,02 8159288,75.9,156848,서울특별시 동작구 신대방동 367-33,서울특별시 동작구 여의대방로22길 20 2층 (신대방동),7058.0,서일식당,20200000000000.0,U,2021-12-04 0:08,한식,192937.9311,443921.2796,,동작구 신대방동서일식당,12026971
99,영업,02 8178895,50.44,156802,서울특별시 동작구 노량진동 210-8 ,서울특별시 동작구 만양로14길 22 (노량진동),6914.0,배달의 명가,20200000000000.0,U,2021-05-30 2:40,한식,195116.0603,445503.5668,한식,동작구 노량진동배달의 명가,-
100,영업,,49.5,156824,서울특별시 동작구 사당동 1001-1 ,서울특별시 동작구 사당로 260 (사당동),7012.0,사당아바이 순대,20200000000000.0,U,2021-08-14 2:40,한식,197871.3299,442356.9504,한식,동작구 사당동사당아바이 순대,1268906518
101,영업,208414115,15.51,156854,서울특별시 동작구 신대방동 690-2 ,서울특별시 동작구 대림로 42 (신대방동),7070.0,고바우식당,20200000000000.0,U,2021-12-14 2:40,한식,191865.9381,442829.8591,한식,동작구 신대방동고바우식당,19994264
102,영업,02 8177979,49.5,156807,서울특별시 동작구 대방동 11-51번지 ,서울특별시 동작구 등용로 72 1층 (대방동),6933.0,처갓집양념치킨 대방점,20200000000000.0,U,2019-10-31 2:40,한식,193955.4573,445041.082,한식,동작구 대방동처갓집양념치킨 대방점,11782563
103,영업,02 812 3802,27.13,156030,서울특별시 동작구 상도동 488 ,서울특별시 동작구 상도로 357 (상도동),6978.0,상도곱창,20200000000000.0,U,2021-09-29 2:40,한식,195821.726,443860.5965,한식,동작구 상도동상도곱창,19877403
104,영업,,15.3,156824,서울특별시 동작구 사당동 708-988번지 1층 ,서울특별시 동작구 동작대로25길 54 (사당동 1층),7008.0,기장산꼼장어,20200000000000.0,U,2019-04-27 2:40,한식,198125.2964,442537.5415,한식,동작구 사당동기장산꼼장어,1806324838
105,영업,02 8167929,20.96,156803,서울특별시 동작구 노량진동 233-12 ,서울특별시 동작구 장승배기로 139 (노량진동),6935.0,포대포소금구이,20200000000000.0,U,2021-12-14 2:40,한식,194621.9765,445308.1055,한식,동작구 노량진동포대포소금구이,-
106,영업,02 8164929,18.6,156800,서울특별시 동작구 노량진동 85-37 ,서울특별시 동작구 노량진로14가길 16 (노량진동),6923.0,고바우,20200000000000.0,U,2021-12-14 2:40,한식,194932.5033,445598.2744,한식,동작구 노량진동고바우,18751294
107,영업,02 8158866,71.8,156030,서울특별시 동작구 상도동 502-2 ,서울특별시 동작구 상도로61길 23 1층 (상도동),7027.0,부리또집(BURRITO ZIP),20200000000000.0,U,2020-08-08 2:40,한식,196060.4627,443653.8811,한식,동작구 상도동부리또집(BURRITO ZIP),-
108,영업,,32.0,156815,서울특별시 동작구 사당동 89-30 ,서울특별시 동작구 동작대로33길 17 1층 우측호 (사당동),6997.0,13번지,20200000000000.0,U,2020-10-24 2:40,한식,198270.2162,443053.4315,한식,동작구 사당동13번지,-
109,영업,02843 7003,177.6,156855,서울특별시 동작구 신대방동 708 ,서울특별시 동작구 보라매로3길 29 상가동 2층 44 45호 (신대방동 해태보라매타워),7071.0,순남시래기,20200000000000.0,U,2020-12-11 2:40,한식,193279.5991,443230.4182,한식,동작구 신대방동순남시래기,983271561
110,영업,28333063,91.62,156713,서울특별시 동작구 신대방동 395-69번지 보라매아카데미타워 ,서울특별시 동작구 보라매로5가길 16 216호 (신대방동 보라매아카데미타워),7071.0,종로계림닭도리탕원조 보라매공원점,20200000000000.0,I,2020-02-22 0:23,한식,193218.364,443239.5811,한식,동작구 신대방동종로계림닭도리탕원조 보라매공원점,1151900476
111,영업,02814 1117,57.45,156861,서울특별시 동작구 흑석동 182-14,서울특별시 동작구 흑석로 110-1 (흑석동),6972.0,빙맥덕후,20200000000000.0,U,2021-12-06 23:02,한식,196517.7699,445113.5323,,동작구 흑석동빙맥덕후,1434907478
112,영업,02  8121422,82.44,156801,서울특별시 동작구 노량진동 119-74번지 (1층) ,서울특별시 동작구 만양로 89-1 (노량진동(1층)),6923.0,연가,20200000000000.0,U,2019-10-13 2:40,한식,194994.6936,445476.3899,한식,동작구 노량진동연가,148361992
113,영업,,38.16,156824,서울특별시 동작구 사당동 1006-12번지 ,서울특별시 동작구 동작대로21길 16 (사당동),7013.0,장가네장어탕,20100000000000.0,I,2018-08-31 23:59,한식,198239.1492,442417.5439,한식,동작구 사당동장가네장어탕,1851016983
114,영업,,52.0,156848,서울특별시 동작구 신대방동 361-57 ,서울특별시 동작구 여의대방로22길 80 1층 (신대방동),7059.0,이고집쭈꾸미,20200000000000.0,U,2021-11-05 2:40,한식,193253.5926,443947.798,한식,동작구 신대방동이고집쭈꾸미,562281233
115,영업,,36.36,156861,서울특별시 동작구 흑석동 190-41번지 1층 ,서울특별시 동작구 흑석로 87 (흑석동 1층),6910.0,곱창의 전설,20200000000000.0,U,2018-10-27 2:37,한식,196336.3744,445018.0104,한식,동작구 흑석동곱창의 전설,35495005
116,영업,208176111,105.27,156050,서울특별시 동작구 노량진동 117-16번지 ,서울특별시 동작구 만양로 108 (노량진동),6913.0,노량진 생고기,20200000000000.0,I,2018-08-31 23:59,한식,195020.0657,445651.8581,한식,동작구 노량진동노량진 생고기,37615390
117,영업,,74.0,156830,서울특별시 동작구 상도1동 775-1번지 1층 ,서울특별시 동작구 상도로 279 (상도1동 1층),6968.0,올바른식당상도점,20200000000000.0,U,2019-03-08 2:40,한식,195386.0208,444483.6221,한식,동작구 상도1동올바른식당상도점,-
118,영업,,33.0,156853,서울특별시 동작구 신대방동 618-25번지 ,서울특별시 동작구 신대방길 12 1층 (신대방동),7067.0,남도식당,20200000000000.0,I,2019-11-07 0:23,한식,192145.5801,442876.9559,한식,동작구 신대방동남도식당,1144672727
119,영업,02  834 5777,200.0,156854,서울특별시 동작구 신대방동 686-74번지 1층 ,서울특별시 동작구 대림로 57 (신대방동 1층),7072.0,낙지세상,20200000000000.0,U,2019-06-02 2:40,한식,191711.2576,442895.4457,한식,동작구 신대방동낙지세상,34505774
120,영업,02845 0027,23.4,156853,서울특별시 동작구 신대방동 616-38번지 ,서울특별시 동작구 신대방길 56 나동 1층 (신대방동),7067.0,소반,20200000000000.0,I,2018-08-31 23:59,한식,191957.6822,442917.525,한식,동작구 신대방동소반,1629252754
121,영업,02 8267778,44.84,156801,서울특별시 동작구 노량진동 119-155 ,서울특별시 동작구 만양로 94-2 (노량진동),6913.0,빽다방노량진학원점,20200000000000.0,U,2020-12-18 2:40,한식,195017.4842,445515.5222,한식,동작구 노량진동빽다방노량진학원점,38232302
122,영업,02 8121101,12.48,156847,서울특별시 동작구 신대방동 346-25번지 ,서울특별시 동작구 여의대방로24차길 48 (신대방동),7056.0,먹거리장터,20200000000000.0,I,2018-08-31 23:59,한식,193555.4102,444074.0136,한식,동작구 신대방동먹거리장터,-
123,영업,,14.0,156843,서울특별시 동작구 상도동 261-35 ,서울특별시 동작구 성대로 80 1층 (상도동),7045.0,골목식당,20200000000000.0,I,2020-11-01 0:23,한식,194179.7279,443933.8858,한식,동작구 상도동골목식당,-
124,영업,02 5343961,25.3,156816,서울특별시 동작구 사당동 141-186 ,서울특별시 동작구 사당로27길 16 (사당동),7007.0,5시 해장국,20200000000000.0,U,2020-11-26 2:40,한식,198032.8368,442545.8801,한식,동작구 사당동5시 해장국,1776826979
125,영업,02 8261342,71.04,156807,서울특별시 동작구 대방동 23-113 ,서울특별시 동작구 등용로 110 (대방동),6932.0,제주왕뚜껑생고기,20200000000000.0,U,2021-09-09 2:40,한식,193938.7442,445417.2466,한식,동작구 대방동제주왕뚜껑생고기,-
126,영업,02  8238253,110.89,156832,서울특별시 동작구 상도동 365-1번지 1층 ,서울특별시 동작구 상도로 177-1 1층 (상도동),6937.0,명동찌개마을,20200000000000.0,U,2019-01-09 2:40,한식,194477.9257,444726.1571,한식,동작구 상도동명동찌개마을,183662071
127,영업,02815 3392,151.63,156808,서울특별시 동작구 대방동 354-1 지하1층 113호114호 ,서울특별시 동작구 알마타길 6 (대방동지하1층 113호114호),6941.0,다채,20200000000000.0,U,2021-10-23 2:40,한식,193312.2821,445337.4758,한식,동작구 대방동다채,20419409
128,영업,,107.2,156848,서울특별시 동작구 신대방동 357-4 ,서울특별시 동작구 여의대방로22길 112 1층 (신대방동),7059.0,돌솥밥 생선구이,20200000000000.0,U,2020-11-04 2:40,한식,193402.2112,443972.2104,한식,동작구 신대방동돌솥밥 생선구이,1039228716
129,영업,02 8161021,33.0,156859,서울특별시 동작구 흑석동 95-15 1층 ,서울특별시 동작구 서달로12길 32 (흑석동1층),6980.0,개성집,20200000000000.0,U,2020-12-16 2:40,한식,196654.0264,444911.2117,한식,동작구 흑석동개성집,-
130,영업,8126889,73.9,156030,서울특별시 동작구 상도동 505-8 ,서울특별시 동작구 상도로61길 35 (상도동),7027.0,백채김치찌개,20200000000000.0,U,2020-11-25 2:40,한식,196115.215,443640.4862,한식,동작구 상도동백채김치찌개,36413870
131,영업,222547777,135.0,156800,서울특별시 동작구 노량진동 13-6 ,서울특별시 동작구 노들로 674 지상2층 10호 (노량진동),6900.0,황제식당,20200000000000.0,U,2021-01-10 2:40,한식,194346.1567,445823.5009,한식,동작구 노량진동황제식당,1049331448
132,영업,,156.0,156860,서울특별시 동작구 흑석동 181-11번지 ,서울특별시 동작구 흑석로 111 2층 (흑석동),6910.0,초반식당,20200000000000.0,U,2019-09-25 2:40,한식,196500.5961,445150.0666,한식,동작구 흑석동초반식당,1608611702
133,영업,02 8236638,62.12,156830,서울특별시 동작구 상도1동 642-1 ,서울특별시 동작구 양녕로 286-1 (상도1동),6969.0,가야,20200000000000.0,U,2020-12-12 2:40,한식,195574.1084,444715.9878,한식,동작구 상도1동가야,19867500
134,영업,,32.8,156860,서울특별시 동작구 흑석동 181-1 ,서울특별시 동작구 서달로15길 23 1층 (흑석동),6972.0,어부사시가,20200000000000.0,U,2021-04-16 2:40,한식,196547.6883,445149.1798,한식,동작구 흑석동어부사시가,1211577504
135,영업,02593 1374,45.38,156816,서울특별시 동작구 사당동 145-30 ,서울특별시 동작구 동작대로27가길 37 (사당동),7008.0,제주토종흑돼지,20200000000000.0,U,2021-09-30 2:40,한식,198265.2882,442641.2004,한식,동작구 사당동제주토종흑돼지,20911017
136,영업,,39.0,156031,서울특별시 동작구 상도1동 389-12 ,서울특별시 동작구 상도로 296-2 1층 (상도1동),7032.0,고기극찬 동작점,20200000000000.0,I,2021-10-21 0:22,한식,195414.3418,444332.4424,한식,동작구 상도1동고기극찬 동작점,1165514398
137,영업,,27.53,156832,서울특별시 동작구 상도동 360-67 ,서울특별시 동작구 상도로15길 99 1층 (상도동),6949.0,어매순대국,20200000000000.0,U,2020-11-13 2:40,한식,194290.6747,444702.4123,한식,동작구 상도동어매순대국,20933938
138,영업,,54.61,156815,서울특별시 동작구 사당동 89-69 삼성상가 ,서울특별시 동작구 동작대로29길 18 삼성상가 1층 8호 (사당동),6997.0,만두명가(담원),20200000000000.0,I,2021-05-05 0:22,한식,198240.692,442895.23,한식,동작구 사당동만두명가(담원),1681317286
139,영업,208217007,90.23,156848,서울특별시 동작구 신대방동 358-10 ,,,이고시다,20200000000000.0,U,2020-11-13 2:40,한식,,,한식,동작구 신대방동이고시다,12859870
140,영업,314742929,222.36,156811,서울특별시 동작구 대방동 393-67 ,서울특별시 동작구 상도로 71 (대방동),6953.0,큰집돌솥추어탕,20200000000000.0,U,2020-11-13 2:40,한식,193622.0036,444201.6453,한식,동작구 대방동큰집돌솥추어탕,1889508745
141,영업,,72.0,156841,서울특별시 동작구 상도동 208-34번지 ,서울특별시 동작구 양녕로27길 8 (상도동),7047.0,예원,20200000000000.0,I,2018-08-31 23:59,한식,194920.8854,444077.8599,한식,동작구 상도동예원,924009241
142,영업,,19.8,156838,서울특별시 동작구 상도동 195-52 ,서울특별시 동작구 상도로22길 5 (상도동),6958.0,고가네원조숯불구이통닭,20200000000000.0,U,2020-11-13 2:40,한식,194320.5108,444525.1302,한식,동작구 상도동고가네원조숯불구이통닭,11666216
143,영업,,16.0,156030,서울특별시 동작구 상도동 463-2 ,서울특별시 동작구 상도로47길 4 107호 (상도동),6971.0,구백냥곱창,20200000000000.0,I,2020-09-20 0:23,한식,195634.2002,444147.1457,한식,동작구 상도동구백냥곱창,1405797351
144,영업,02 8210067,43.74,156839,서울특별시 동작구 상도동 324-64 ,서울특별시 동작구 국사봉1길 43-1 (상도동),7041.0,골목식당,20200000000000.0,U,2021-12-14 2:40,한식,193804.8728,444122.8153,한식,동작구 상도동골목식당,1586077043
145,영업,02814 5883,21.0,156871,서울특별시 동작구 상도1동 804-1 제일부동산 ,서울특별시 동작구 상도로38길 3-20 1층 (상도1동),7032.0,푸드딜리버리,20200000000000.0,U,2021-09-12 2:40,한식,195365.9867,444373.1854,한식,동작구 상도1동푸드딜리버리,1491244405
146,영업,205944776,44.88,156090,서울특별시 동작구 사당동 88-20 ,서울특별시 동작구 동작대로29가길 10 (사당동),6997.0,민경호프,20200000000000.0,U,2021-12-14 2:40,한식,198293.0582,442916.9847,한식,동작구 사당동민경호프,20857551
147,영업,,84.0,156030,서울특별시 동작구 상도동 504-1번지 ,서울특별시 동작구 상도로61길 48 (상도동),7027.0,28청춘포차,20200000000000.0,U,2019-04-07 2:40,한식,196161.5452,443607.753,한식,동작구 상도동28청춘포차,1327078841
148,영업,,16.7,156030,서울특별시 동작구 상도동 496-6,서울특별시 동작구 상도로60길 9-1 1층 (상도동),7040.0,엄마손밥집,20200000000000.0,U,2021-12-05 23:08,한식,195891.6505,443568.9768,,동작구 상도동엄마손밥집,341798928
149,영업,02 8152381,29.81,156832,서울특별시 동작구 상도동 369-6 ,서울특별시 동작구 장승배기로10길 9 (상도동),6963.0,순천식당,20200000000000.0,U,2020-12-12 2:40,한식,194604.5176,444709.6999,한식,동작구 상도동순천식당,310632672
150,영업,208254550,27.17,156804,서울특별시 동작구 노량진동 258-40번지 ,서울특별시 동작구 노량진로8길 36 (노량진동),6930.0,불난떡볶이 노량진점,20200000000000.0,I,2018-08-31 23:59,한식,194382.6262,445583.5993,한식,동작구 노량진동불난떡볶이 노량진점,36391579
151,영업,208163811,23.18,156841,서울특별시 동작구 상도동 208-2 ,서울특별시 동작구 장승배기로 10 (상도동),6967.0,돈주반,20200000000000.0,U,2020-11-13 2:40,한식,194926.8701,444162.0824,한식,동작구 상도동돈주반,766249557
152,영업,234710565,39.77,156822,서울특별시 동작구 사당동 300-77번지 ,서울특별시 동작구 사당로16길 74 (사당동),7020.0,봉평메밀막국수,20200000000000.0,I,2018-08-31 23:59,한식,197418.292,442042.7098,한식,동작구 사당동봉평메밀막국수,19032866
153,영업,,20.67,156030,서울특별시 동작구 상도동 56-6번지 ,서울특별시 동작구 상도로53길 45 (상도동),6971.0,맘스,20200000000000.0,I,2018-08-31 23:59,한식,195812.1135,444332.1529,한식,동작구 상도동맘스,1094986056
154,영업,02  825 4935,49.5,156843,서울특별시 동작구 상도동 255-3 두진빌딩 ,서울특별시 동작구 성대로 35 1층 (상도동),6960.0,황가네 곱창볶음,20200000000000.0,U,2021-09-25 2:40,한식,194040.4444,444116.3535,한식,동작구 상도동황가네 곱창볶음,36194495
155,영업,,34.31,156815,서울특별시 동작구 사당동 84-7 ,서울특별시 동작구 동작대로 151-8 1층 (사당동),6996.0,에스제이 에프앤비(SJ F&B),20200000000000.0,I,2022-03-17 0:22,한식,198328.8495,443096.0539,한식,동작구 사당동에스제이 에프앤비(SJ F&B),1080088531
156,영업,,15.9,156818,서울특별시 동작구 사당동 178-16번지 IADG 빌딩 ,서울특별시 동작구 사당로27길 237 IADG 빌딩 1층 (사당동),6989.0,주말식당,20200000000000.0,I,2019-10-02 2:22,한식,197265.7699,443327.6277,한식,동작구 사당동주말식당,-
157,영업,02 8239585,134.52,156811,서울특별시 동작구 대방동 416-4 ,서울특별시 동작구 여의대방로24가길 22 (대방동),7055.0,우미경,20200000000000.0,U,2020-08-12 2:40,한식,192959.9763,444114.7013,한식,동작구 대방동우미경,1842806562
158,영업,02 8245757,146.0,156030,서울특별시 동작구 상도동 504 ,서울특별시 동작구 상도로61가길 2 지층 (상도동),7027.0,왕돈까스 왕냉면,20200000000000.0,U,2020-10-30 2:40,한식,196177.6082,443604.7929,한식,동작구 상도동왕돈까스 왕냉면,37943780
159,영업,02 8151884,80.75,156807,서울특별시 동작구 대방동 23 ,서울특별시 동작구 등용로 124 (대방동),6932.0,신나족발,20200000000000.0,U,2021-09-03 2:40,한식,193934.5998,445554.1966,한식,동작구 대방동신나족발,1573722635
160,영업,02 5854415,44.05,156826,서울특별시 동작구 사당동 1033-34 ,서울특별시 동작구 동작대로7길 28 (사당동),7015.0,우림,20200000000000.0,U,2020-12-19 2:40,한식,198181.3468,441915.0878,한식,동작구 사당동우림,13137368
161,영업,,30.0,156821,서울특별시 동작구 사당동 267-36 ,서울특별시 동작구 사당로16가길 46 1층 우측호 (사당동),7010.0,동근이숯불두마리치킨 남성역점,20200000000000.0,I,2022-01-14 0:22,한식,197371.307,442387.0385,한식,동작구 사당동동근이숯불두마리치킨 남성역점,1111898250
162,영업,,28.0,156839,서울특별시 동작구 상도동 328-10 ,서울특별시 동작구 국사봉1길 4 1층 (상도동),7042.0,인생족보,20200000000000.0,I,2020-12-30 0:23,한식,193643.0202,444066.0529,한식,동작구 상도동인생족보,1670625330
163,영업,,60.6,156816,서울특별시 동작구 사당동 131-11번지 ,서울특별시 동작구 동작대로29길 13 (사당동),7008.0,종로곱창,20200000000000.0,U,2019-08-29 2:40,한식,198269.5446,442857.6822,한식,동작구 사당동종로곱창,1919414342
164,영업,02 8213330,128.17,156811,서울특별시 동작구 대방동 406-6,서울특별시 동작구 보라매로 112 (대방동),7041.0,마포숯불갈비,20200000000000.0,U,2021-12-06 23:04,한식,193609.2145,444125.5582,,동작구 대방동마포숯불갈비,1459786089
165,영업,02  60147417,24.62,156030,서울특별시 동작구 상도동 499-14 ,서울특별시 동작구 상도로67길 19 1층 (상도동),7027.0,싹쓰리,20200000000000.0,I,2020-11-18 0:23,한식,196068.8815,443584.4737,한식,동작구 상도동싹쓰리,-
166,영업,02 8217171,48.5,156877,서울특별시 동작구 흑석동 9-89 ,서울특별시 동작구 현충로 100-1 (흑석동),6979.0,원할머니보쌈,20200000000000.0,U,2020-11-27 2:40,한식,196812.4648,445047.9496,한식,동작구 흑석동원할머니보쌈,1716242487
167,영업,,26.3,156839,서울특별시 동작구 상도동 331-43 1층 ,서울특별시 동작구 상도로15길 17 (상도동1층),6951.0,소망식당,20200000000000.0,U,2020-11-11 2:40,한식,194020.203,444396.2849,한식,동작구 상도동소망식당,1506542854
